Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas711      Pavarde711     2.54              2.38
Vardas831      Pavarde831     2.54              2.75
Vardas657      Pavarde657     2.54              2.43
Vardas876      Pavarde876     2.55              2.42
Vardas299      Pavarde299     2.56              2.50
Vardas853      Pavarde853     2.56              2.20
Vardas955      Pavarde955     2.57              2.06
Vardas216      Pavarde216     2.57              2.22
Vardas252      Pavarde252     2.59              2.33
Vardas246      Pavarde246     2.60              2.71
Vardas843      Pavarde843     2.60              2.45
Vardas821      Pavarde821     2.61              2.13
Vardas734      Pavarde734     2.61              2.33
Vardas346      Pavarde346     2.62              2.62
Vardas430      Pavarde430     2.62              2.44
Vardas910      Pavarde910     2.63              2.96
Vardas83       Pavarde83      2.64              2.67
Vardas99       Pavarde99      2.65              2.30
Vardas814      Pavarde814     2.65              2.40
Vardas175      Pavarde175     2.66              2.52
Vardas501      Pavarde501     2.67              2.45
Vardas811      Pavarde811     2.67              2.40
Vardas136      Pavarde136     2.67              2.28
Vardas211      Pavarde211     2.68              2.63
Vardas8        Pavarde8       2.68              2.68
Vardas617      Pavarde617     2.70              2.84
Vardas396      Pavarde396     2.70              2.12
Vardas806      Pavarde806     2.71              2.65
Vardas336      Pavarde336     2.71              2.40
Vardas271      Pavarde271     2.72              2.62
Vardas459      Pavarde459     2.74              2.50
Vardas518      Pavarde518     2.74              2.25
Vardas283      Pavarde283     2.75              2.42
Vardas797      Pavarde797     2.75              2.58
Vardas26       Pavarde26      2.75              2.86
Vardas825      Pavarde825     2.76              2.82
Vardas49       Pavarde49      2.76              2.55
Vardas900      Pavarde900     2.77              3.00
Vardas767      Pavarde767     2.78              2.77
Vardas449      Pavarde449     2.78              2.60
Vardas672      Pavarde672     2.78              2.70
Vardas633      Pavarde633     2.78              2.56
Vardas105      Pavarde105     2.80              3.32
Vardas200      Pavarde200     2.81              3.30
Vardas686      Pavarde686     2.82              2.89
Vardas185      Pavarde185     2.82              2.64
Vardas588      Pavarde588     2.83              2.73
Vardas361      Pavarde361     2.85              2.81
Vardas575      Pavarde575     2.86              2.82
Vardas244      Pavarde244     2.86              2.86
Vardas54       Pavarde54      2.87              3.52
Vardas23       Pavarde23      2.91              3.36
Vardas151      Pavarde151     2.93              2.82
Vardas117      Pavarde117     2.93              2.96
Vardas664      Pavarde664     2.93              2.46
Vardas122      Pavarde122     2.94              2.50
Vardas139      Pavarde139     2.94              2.76
Vardas545      Pavarde545     2.94              2.81
Vardas607      Pavarde607     2.94              3.10
Vardas365      Pavarde365     2.94              3.29
Vardas523      Pavarde523     2.94              2.60
Vardas982      Pavarde982     2.95              2.37
Vardas129      Pavarde129     2.95              2.96
Vardas423      Pavarde423     2.95              3.16
Vardas925      Pavarde925     2.96              2.88
Vardas345      Pavarde345     2.97              2.84
Vardas824      Pavarde824     2.97              2.69
Vardas802      Pavarde802     2.98              3.28
Vardas128      Pavarde128     2.98              3.52
Vardas322      Pavarde322     2.98              3.27
Vardas544      Pavarde544     3.00              2.23
Vardas685      Pavarde685     3.00              2.69
Vardas681      Pavarde681     3.01              3.01
Vardas4        Pavarde4       3.02              3.02
Vardas992      Pavarde992     3.02              2.73
Vardas844      Pavarde844     3.04              3.15
Vardas577      Pavarde577     3.04              2.84
Vardas27       Pavarde27      3.04              2.73
Vardas706      Pavarde706     3.04              3.23
Vardas688      Pavarde688     3.05              2.98
Vardas602      Pavarde602     3.06              3.38
Vardas53       Pavarde53      3.07              2.60
Vardas226      Pavarde226     3.08              3.08
Vardas929      Pavarde929     3.09              2.88
Vardas643      Pavarde643     3.10              3.10
Vardas952      Pavarde952     3.11              3.41
Vardas86       Pavarde86      3.12              2.73
Vardas340      Pavarde340     3.12              3.41
Vardas543      Pavarde543     3.12              2.96
Vardas229      Pavarde229     3.13              2.60
Vardas674      Pavarde674     3.13              2.67
Vardas256      Pavarde256     3.14              3.06
Vardas464      Pavarde464     3.14              3.42
Vardas242      Pavarde242     3.14              3.32
Vardas613      Pavarde613     3.14              2.98
Vardas48       Pavarde48      3.15              3.13
Vardas999      Pavarde999     3.15              2.64
Vardas155      Pavarde155     3.17              3.05
Vardas69       Pavarde69      3.18              2.81
Vardas250      Pavarde250     3.18              3.49
Vardas570      Pavarde570     3.19              2.98
Vardas230      Pavarde230     3.19              3.05
Vardas651      Pavarde651     3.19              3.19
Vardas895      Pavarde895     3.20              2.87
Vardas82       Pavarde82      3.20              2.96
Vardas515      Pavarde515     3.20              3.06
Vardas705      Pavarde705     3.20              3.00
Vardas730      Pavarde730     3.20              3.20
Vardas40       Pavarde40      3.21              2.85
Vardas908      Pavarde908     3.23              3.11
Vardas773      Pavarde773     3.24              3.68
Vardas548      Pavarde548     3.24              3.29
Vardas558      Pavarde558     3.24              3.09
Vardas535      Pavarde535     3.24              3.24
Vardas776      Pavarde776     3.24              3.24
Vardas488      Pavarde488     3.25              3.11
Vardas752      Pavarde752     3.25              3.46
Vardas789      Pavarde789     3.26              2.99
Vardas574      Pavarde574     3.26              2.95
Vardas119      Pavarde119     3.27              3.27
Vardas222      Pavarde222     3.28              3.28
Vardas552      Pavarde552     3.28              2.84
Vardas108      Pavarde108     3.28              3.28
Vardas321      Pavarde321     3.29              3.27
Vardas177      Pavarde177     3.30              3.71
Vardas205      Pavarde205     3.30              3.30
Vardas380      Pavarde380     3.31              3.31
Vardas812      Pavarde812     3.31              3.02
Vardas637      Pavarde637     3.32              3.50
Vardas621      Pavarde621     3.32              3.21
Vardas679      Pavarde679     3.32              3.40
Vardas970      Pavarde970     3.32              3.16
Vardas55       Pavarde55      3.34              3.34
Vardas248      Pavarde248     3.35              3.35
Vardas178      Pavarde178     3.35              3.56
Vardas270      Pavarde270     3.36              3.57
Vardas392      Pavarde392     3.38              3.57
Vardas66       Pavarde66      3.39              3.37
Vardas132      Pavarde132     3.39              3.53
Vardas597      Pavarde597     3.39              3.11
Vardas710      Pavarde710     3.39              3.51
Vardas400      Pavarde400     3.39              3.39
Vardas854      Pavarde854     3.39              3.39
Vardas618      Pavarde618     3.39              3.31
Vardas885      Pavarde885     3.42              3.37
Vardas887      Pavarde887     3.42              2.97
Vardas110      Pavarde110     3.43              3.37
Vardas331      Pavarde331     3.43              3.76
Vardas615      Pavarde615     3.43              3.64
Vardas391      Pavarde391     3.44              3.44
Vardas696      Pavarde696     3.45              3.59
Vardas658      Pavarde658     3.46              3.21
Vardas231      Pavarde231     3.46              3.64
Vardas438      Pavarde438     3.47              3.28
Vardas46       Pavarde46      3.47              3.47
Vardas723      Pavarde723     3.47              3.12
Vardas936      Pavarde936     3.47              3.13
Vardas111      Pavarde111     3.47              3.46
Vardas905      Pavarde905     3.47              3.98
Vardas800      Pavarde800     3.47              3.12
Vardas45       Pavarde45      3.48              3.20
Vardas412      Pavarde412     3.48              3.60
Vardas338      Pavarde338     3.48              3.05
Vardas352      Pavarde352     3.49              3.02
Vardas158      Pavarde158     3.52              3.57
Vardas946      Pavarde946     3.53              3.53
Vardas609      Pavarde609     3.53              3.04
Vardas292      Pavarde292     3.53              3.19
Vardas414      Pavarde414     3.54              3.16
Vardas865      Pavarde865     3.55              3.49
Vardas190      Pavarde190     3.57              3.63
Vardas847      Pavarde847     3.58              3.98
Vardas985      Pavarde985     3.61              3.70
Vardas612      Pavarde612     3.63              3.80
Vardas979      Pavarde979     3.63              3.11
Vardas631      Pavarde631     3.65              3.65
Vardas670      Pavarde670     3.65              3.59
Vardas443      Pavarde443     3.66              3.66
Vardas561      Pavarde561     3.66              3.26
Vardas274      Pavarde274     3.67              3.56
Vardas648      Pavarde648     3.67              3.51
Vardas424      Pavarde424     3.68              3.20
Vardas381      Pavarde381     3.68              4.19
Vardas713      Pavarde713     3.68              3.74
Vardas188      Pavarde188     3.69              3.66
Vardas232      Pavarde232     3.70              4.00
Vardas962      Pavarde962     3.72              3.94
Vardas309      Pavarde309     3.73              4.40
Vardas100      Pavarde100     3.74              3.51
Vardas774      Pavarde774     3.75              3.45
Vardas974      Pavarde974     3.75              3.94
Vardas124      Pavarde124     3.76              3.39
Vardas718      Pavarde718     3.77              3.70
Vardas525      Pavarde525     3.77              3.85
Vardas673      Pavarde673     3.78              3.22
Vardas581      Pavarde581     3.78              3.99
Vardas890      Pavarde890     3.79              3.18
Vardas219      Pavarde219     3.80              3.37
Vardas372      Pavarde372     3.81              3.84
Vardas534      Pavarde534     3.83              3.37
Vardas260      Pavarde260     3.85              3.62
Vardas428      Pavarde428     3.85              3.74
Vardas948      Pavarde948     3.86              3.20
Vardas817      Pavarde817     3.86              3.56
Vardas505      Pavarde505     3.86              4.00
Vardas872      Pavarde872     3.86              4.07
Vardas625      Pavarde625     3.87              3.56
Vardas282      Pavarde282     3.89              4.36
Vardas5        Pavarde5       3.89              3.76
Vardas238      Pavarde238     3.91              3.99
Vardas939      Pavarde939     3.91              3.75
Vardas307      Pavarde307     3.93              3.84
Vardas941      Pavarde941     4.01              4.14
Vardas572      Pavarde572     4.01              4.21
Vardas485      Pavarde485     4.02              3.97
Vardas324      Pavarde324     4.02              4.17
Vardas846      Pavarde846     4.02              3.95
Vardas112      Pavarde112     4.02              3.97
Vardas79       Pavarde79      4.03              3.74
Vardas677      Pavarde677     4.03              4.10
Vardas377      Pavarde377     4.03              3.96
Vardas761      Pavarde761     4.04              4.20
Vardas359      Pavarde359     4.04              3.98
Vardas922      Pavarde922     4.04              4.21
Vardas98       Pavarde98      4.05              4.05
Vardas433      Pavarde433     4.06              4.08
Vardas524      Pavarde524     4.07              4.20
Vardas542      Pavarde542     4.07              3.79
Vardas415      Pavarde415     4.07              4.07
Vardas879      Pavarde879     4.07              4.13
Vardas212      Pavarde212     4.08              4.20
Vardas280      Pavarde280     4.08              4.00
Vardas656      Pavarde656     4.09              4.14
Vardas296      Pavarde296     4.09              3.81
Vardas298      Pavarde298     4.10              4.54
Vardas579      Pavarde579     4.11              3.87
Vardas698      Pavarde698     4.11              4.15
Vardas669      Pavarde669     4.14              4.14
Vardas913      Pavarde913     4.15              4.09
Vardas764      Pavarde764     4.15              3.95
Vardas14       Pavarde14      4.15              4.15
Vardas991      Pavarde991     4.16              4.06
Vardas358      Pavarde358     4.16              4.16
Vardas554      Pavarde554     4.16              3.88
Vardas840      Pavarde840     4.16              4.06
Vardas644      Pavarde644     4.18              3.61
Vardas220      Pavarde220     4.19              4.05
Vardas450      Pavarde450     4.20              4.00
Vardas750      Pavarde750     4.20              4.20
Vardas566      Pavarde566     4.20              4.20
Vardas770      Pavarde770     4.21              3.42
Vardas801      Pavarde801     4.22              4.29
Vardas68       Pavarde68      4.23              4.07
Vardas942      Pavarde942     4.23              4.23
Vardas379      Pavarde379     4.23              4.23
Vardas924      Pavarde924     4.23              3.94
Vardas75       Pavarde75      4.24              4.39
Vardas2        Pavarde2       4.26              4.04
Vardas315      Pavarde315     4.26              4.26
Vardas24       Pavarde24      4.27              4.35
Vardas397      Pavarde397     4.27              3.92
Vardas103      Pavarde103     4.28              4.07
Vardas284      Pavarde284     4.28              4.28
Vardas388      Pavarde388     4.28              4.28
Vardas626      Pavarde626     4.30              4.30
Vardas738      Pavarde738     4.31              3.88
Vardas189      Pavarde189     4.32              4.38
Vardas383      Pavarde383     4.33              4.33
Vardas41       Pavarde41      4.34              4.31
Vardas168      Pavarde168     4.34              4.34
Vardas184      Pavarde184     4.34              4.22
Vardas461      Pavarde461     4.34              4.35
Vardas127      Pavarde127     4.34              4.34
Vardas819      Pavarde819     4.34              4.26
Vardas611      Pavarde611     4.35              4.21
Vardas595      Pavarde595     4.36              4.36
Vardas165      Pavarde165     4.36              4.18
Vardas339      Pavarde339     4.36              4.09
Vardas652      Pavarde652     4.37              4.12
Vardas701      Pavarde701     4.37              4.39
Vardas944      Pavarde944     4.37              4.39
Vardas943      Pavarde943     4.38              4.28
Vardas285      Pavarde285     4.38              4.10
Vardas115      Pavarde115     4.38              3.86
Vardas833      Pavarde833     4.38              4.38
Vardas348      Pavarde348     4.38              4.38
Vardas546      Pavarde546     4.39              4.57
Vardas87       Pavarde87      4.40              4.40
Vardas364      Pavarde364     4.40              4.16
Vardas317      Pavarde317     4.41              4.21
Vardas389      Pavarde389     4.41              4.42
Vardas202      Pavarde202     4.42              4.26
Vardas214      Pavarde214     4.42              4.69
Vardas784      Pavarde784     4.42              4.61
Vardas375      Pavarde375     4.42              4.29
Vardas398      Pavarde398     4.43              4.16
Vardas568      Pavarde568     4.43              4.19
Vardas153      Pavarde153     4.44              4.69
Vardas527      Pavarde527     4.47              4.15
Vardas239      Pavarde239     4.48              4.48
Vardas852      Pavarde852     4.49              4.07
Vardas316      Pavarde316     4.49              4.44
Vardas804      Pavarde804     4.50              4.33
Vardas841      Pavarde841     4.50              4.64
Vardas906      Pavarde906     4.50              4.47
Vardas919      Pavarde919     4.52              4.32
Vardas897      Pavarde897     4.53              4.64
Vardas56       Pavarde56      4.53              4.43
Vardas376      Pavarde376     4.54              4.36
Vardas373      Pavarde373     4.55              4.72
Vardas741      Pavarde741     4.56              4.59
Vardas72       Pavarde72      4.56              4.35
Vardas587      Pavarde587     4.57              4.55
Vardas635      Pavarde635     4.57              4.64
Vardas780      Pavarde780     4.58              4.65
Vardas138      Pavarde138     4.58              4.58
Vardas975      Pavarde975     4.58              4.17
Vardas363      Pavarde363     4.59              4.63
Vardas197      Pavarde197     4.59              4.80
Vardas223      Pavarde223     4.61              4.32
Vardas442      Pavarde442     4.63              4.38
Vardas675      Pavarde675     4.65              4.59
Vardas462      Pavarde462     4.65              4.78
Vardas914      Pavarde914     4.65              4.65
Vardas59       Pavarde59      4.65              4.49
Vardas247      Pavarde247     4.66              4.59
Vardas480      Pavarde480     4.66              4.34
Vardas987      Pavarde987     4.66              4.66
Vardas845      Pavarde845     4.67              4.59
Vardas330      Pavarde330     4.68              4.94
Vardas703      Pavarde703     4.68              4.58
Vardas859      Pavarde859     4.68              4.72
Vardas684      Pavarde684     4.68              4.28
Vardas598      Pavarde598     4.68              4.47
Vardas411      Pavarde411     4.69              4.69
Vardas680      Pavarde680     4.70              4.63
Vardas160      Pavarde160     4.72              4.46
Vardas490      Pavarde490     4.74              4.70
Vardas44       Pavarde44      4.78              4.75
Vardas51       Pavarde51      4.78              4.75
Vardas39       Pavarde39      4.79              4.64
Vardas871      Pavarde871     4.80              4.80
Vardas65       Pavarde65      4.80              4.80
Vardas92       Pavarde92      4.80              4.54
Vardas453      Pavarde453     4.81              4.63
Vardas409      Pavarde409     4.84              4.91
Vardas899      Pavarde899     4.84              4.84
Vardas757      Pavarde757     4.85              4.80
Vardas451      Pavarde451     4.90              4.63
Vardas29       Pavarde29      4.92              4.88
Vardas709      Pavarde709     4.93              4.97
Vardas562      Pavarde562     4.93              4.98
Vardas207      Pavarde207     4.94              4.78
Vardas835      Pavarde835     4.94              4.66
Vardas243      Pavarde243     4.95              4.83
Vardas262      Pavarde262     4.96              4.99
Vardas911      Pavarde911     4.96              4.66
Vardas981      Pavarde981     4.97              4.84
Vardas842      Pavarde842     4.99              4.78
Vardas434      Pavarde434     4.99              4.92
