Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas393      Pavarde393     2.54              2.31
Vardas1768     Pavarde1768    2.54              2.70
Vardas3416     Pavarde3416    2.54              2.88
Vardas3011     Pavarde3011    2.54              2.34
Vardas9517     Pavarde9517    2.54              1.95
Vardas6892     Pavarde6892    2.55              1.87
Vardas6380     Pavarde6380    2.55              3.12
Vardas98       Pavarde98      2.55              2.55
Vardas2200     Pavarde2200    2.55              3.10
Vardas3469     Pavarde3469    2.55              3.28
Vardas5577     Pavarde5577    2.55              2.29
Vardas3141     Pavarde3141    2.55              3.65
Vardas6522     Pavarde6522    2.55              3.03
Vardas175      Pavarde175     2.56              2.84
Vardas4497     Pavarde4497    2.56              2.74
Vardas2296     Pavarde2296    2.56              2.88
Vardas2918     Pavarde2918    2.56              2.62
Vardas1322     Pavarde1322    2.56              2.80
Vardas7681     Pavarde7681    2.56              2.61
Vardas2145     Pavarde2145    2.56              3.26
Vardas4666     Pavarde4666    2.56              2.77
Vardas5119     Pavarde5119    2.56              2.46
Vardas3261     Pavarde3261    2.57              3.51
Vardas3315     Pavarde3315    2.57              2.65
Vardas808      Pavarde808     2.57              2.52
Vardas9087     Pavarde9087    2.57              1.92
Vardas5789     Pavarde5789    2.57              2.85
Vardas1365     Pavarde1365    2.57              2.89
Vardas4211     Pavarde4211    2.57              2.56
Vardas9339     Pavarde9339    2.57              2.47
Vardas7135     Pavarde7135    2.57              3.09
Vardas9919     Pavarde9919    2.57              2.73
Vardas4321     Pavarde4321    2.57              2.62
Vardas6172     Pavarde6172    2.57              2.54
Vardas5487     Pavarde5487    2.58              2.88
Vardas4807     Pavarde4807    2.58              2.88
Vardas845      Pavarde845     2.58              2.67
Vardas1745     Pavarde1745    2.58              2.43
Vardas3266     Pavarde3266    2.58              2.59
Vardas5908     Pavarde5908    2.58              1.75
Vardas518      Pavarde518     2.58              2.82
Vardas8263     Pavarde8263    2.58              2.86
Vardas388      Pavarde388     2.58              2.44
Vardas7110     Pavarde7110    2.58              2.58
Vardas5224     Pavarde5224    2.59              2.23
Vardas7562     Pavarde7562    2.59              1.97
Vardas9912     Pavarde9912    2.59              2.18
Vardas1999     Pavarde1999    2.59              3.20
Vardas7785     Pavarde7785    2.59              2.78
Vardas5293     Pavarde5293    2.59              2.53
Vardas1203     Pavarde1203    2.59              2.90
Vardas6934     Pavarde6934    2.59              2.27
Vardas664      Pavarde664     2.59              2.28
Vardas8768     Pavarde8768    2.60              2.33
Vardas7549     Pavarde7549    2.60              2.60
Vardas6636     Pavarde6636    2.60              2.67
Vardas9783     Pavarde9783    2.60              2.84
Vardas3581     Pavarde3581    2.60              2.42
Vardas441      Pavarde441     2.60              2.67
Vardas4353     Pavarde4353    2.60              2.18
Vardas6857     Pavarde6857    2.61              2.37
Vardas934      Pavarde934     2.61              2.70
Vardas2674     Pavarde2674    2.61              2.96
Vardas852      Pavarde852     2.61              2.96
Vardas5456     Pavarde5456    2.61              2.40
Vardas8990     Pavarde8990    2.61              2.75
Vardas6002     Pavarde6002    2.61              2.34
Vardas3491     Pavarde3491    2.61              2.49
Vardas8701     Pavarde8701    2.61              1.89
Vardas5956     Pavarde5956    2.62              2.26
Vardas5047     Pavarde5047    2.62              2.82
Vardas324      Pavarde324     2.62              2.68
Vardas2955     Pavarde2955    2.62              2.32
Vardas7704     Pavarde7704    2.62              2.89
Vardas5925     Pavarde5925    2.62              3.61
Vardas6050     Pavarde6050    2.62              1.93
Vardas8211     Pavarde8211    2.62              2.16
Vardas4564     Pavarde4564    2.62              2.11
Vardas5517     Pavarde5517    2.62              3.37
Vardas8192     Pavarde8192    2.62              1.80
Vardas9523     Pavarde9523    2.62              2.62
Vardas7990     Pavarde7990    2.62              3.25
Vardas1989     Pavarde1989    2.63              2.79
Vardas4365     Pavarde4365    2.63              2.35
Vardas6797     Pavarde6797    2.63              2.26
Vardas6166     Pavarde6166    2.63              3.11
Vardas3906     Pavarde3906    2.63              2.89
Vardas8662     Pavarde8662    2.63              2.88
Vardas1010     Pavarde1010    2.63              2.63
Vardas1200     Pavarde1200    2.63              2.74
Vardas2622     Pavarde2622    2.63              3.99
Vardas7237     Pavarde7237    2.63              3.04
Vardas4658     Pavarde4658    2.64              3.57
Vardas1082     Pavarde1082    2.64              2.91
Vardas1972     Pavarde1972    2.64              3.37
Vardas2737     Pavarde2737    2.64              3.28
Vardas9043     Pavarde9043    2.64              2.82
Vardas629      Pavarde629     2.64              3.27
Vardas2687     Pavarde2687    2.64              3.47
Vardas2855     Pavarde2855    2.64              2.81
Vardas5536     Pavarde5536    2.64              2.63
Vardas5446     Pavarde5446    2.64              2.79
Vardas8589     Pavarde8589    2.64              2.61
Vardas1913     Pavarde1913    2.64              3.27
Vardas2721     Pavarde2721    2.64              2.70
Vardas7615     Pavarde7615    2.64              2.64
Vardas345      Pavarde345     2.64              2.62
Vardas3235     Pavarde3235    2.64              2.69
Vardas2174     Pavarde2174    2.64              2.77
Vardas1493     Pavarde1493    2.65              2.62
Vardas4388     Pavarde4388    2.65              2.29
Vardas2974     Pavarde2974    2.65              2.62
Vardas6788     Pavarde6788    2.65              2.73
Vardas2021     Pavarde2021    2.65              2.47
Vardas3690     Pavarde3690    2.65              3.50
Vardas5        Pavarde5       2.65              3.40
Vardas9763     Pavarde9763    2.65              2.56
Vardas4342     Pavarde4342    2.65              2.69
Vardas5651     Pavarde5651    2.65              2.29
Vardas4311     Pavarde4311    2.65              1.85
Vardas1246     Pavarde1246    2.65              3.01
Vardas6834     Pavarde6834    2.65              2.85
Vardas400      Pavarde400     2.65              2.66
Vardas6291     Pavarde6291    2.65              2.53
Vardas7        Pavarde7       2.65              2.61
Vardas2457     Pavarde2457    2.65              2.77
Vardas7522     Pavarde7522    2.65              3.23
Vardas7933     Pavarde7933    2.65              3.30
Vardas2570     Pavarde2570    2.65              3.38
Vardas6073     Pavarde6073    2.65              3.11
Vardas3213     Pavarde3213    2.66              2.32
Vardas2309     Pavarde2309    2.66              2.77
Vardas3577     Pavarde3577    2.66              2.74
Vardas1587     Pavarde1587    2.66              3.10
Vardas677      Pavarde677     2.66              2.44
Vardas5335     Pavarde5335    2.66              2.56
Vardas1058     Pavarde1058    2.67              2.46
Vardas4754     Pavarde4754    2.67              2.28
Vardas2340     Pavarde2340    2.67              2.38
Vardas5472     Pavarde5472    2.67              3.08
Vardas579      Pavarde579     2.67              3.00
Vardas8422     Pavarde8422    2.67              3.46
Vardas8875     Pavarde8875    2.67              2.71
Vardas7705     Pavarde7705    2.67              3.26
Vardas9952     Pavarde9952    2.68              2.55
Vardas6894     Pavarde6894    2.68              2.86
Vardas2271     Pavarde2271    2.68              3.00
Vardas3114     Pavarde3114    2.68              2.64
Vardas3131     Pavarde3131    2.68              2.89
Vardas9435     Pavarde9435    2.68              2.13
Vardas5933     Pavarde5933    2.68              2.81
Vardas4945     Pavarde4945    2.68              3.16
Vardas5516     Pavarde5516    2.68              2.46
Vardas937      Pavarde937     2.68              2.56
Vardas1982     Pavarde1982    2.68              2.56
Vardas3284     Pavarde3284    2.68              2.68
Vardas6126     Pavarde6126    2.68              3.22
Vardas2856     Pavarde2856    2.69              2.77
Vardas3813     Pavarde3813    2.69              3.17
Vardas2294     Pavarde2294    2.69              3.18
Vardas3739     Pavarde3739    2.69              2.33
Vardas658      Pavarde658     2.69              2.72
Vardas255      Pavarde255     2.69              2.67
Vardas8281     Pavarde8281    2.69              2.90
Vardas5912     Pavarde5912    2.69              2.92
Vardas1261     Pavarde1261    2.69              3.31
Vardas8606     Pavarde8606    2.69              2.16
Vardas7168     Pavarde7168    2.69              3.48
Vardas1099     Pavarde1099    2.69              2.84
Vardas9741     Pavarde9741    2.69              2.94
Vardas1746     Pavarde1746    2.70              2.51
Vardas3004     Pavarde3004    2.70              3.02
Vardas4735     Pavarde4735    2.70              3.28
Vardas1825     Pavarde1825    2.70              2.40
Vardas5116     Pavarde5116    2.70              2.80
Vardas4759     Pavarde4759    2.70              2.72
Vardas5026     Pavarde5026    2.70              2.84
Vardas8390     Pavarde8390    2.71              3.66
Vardas4722     Pavarde4722    2.71              2.96
Vardas6367     Pavarde6367    2.71              3.03
Vardas2522     Pavarde2522    2.71              2.76
Vardas6596     Pavarde6596    2.71              2.98
Vardas668      Pavarde668     2.71              2.36
Vardas9979     Pavarde9979    2.71              3.54
Vardas3275     Pavarde3275    2.71              2.76
Vardas8776     Pavarde8776    2.71              2.90
Vardas464      Pavarde464     2.71              2.93
Vardas5445     Pavarde5445    2.72              3.70
Vardas1659     Pavarde1659    2.72              2.87
Vardas924      Pavarde924     2.72              3.15
Vardas5457     Pavarde5457    2.72              3.13
Vardas2722     Pavarde2722    2.72              2.46
Vardas6478     Pavarde6478    2.72              3.30
Vardas3500     Pavarde3500    2.72              3.72
Vardas9187     Pavarde9187    2.72              2.51
Vardas2511     Pavarde2511    2.72              2.38
Vardas7746     Pavarde7746    2.72              2.52
Vardas5216     Pavarde5216    2.72              2.62
Vardas5287     Pavarde5287    2.72              2.73
Vardas9874     Pavarde9874    2.72              2.53
Vardas3874     Pavarde3874    2.73              2.98
Vardas18       Pavarde18      2.73              2.58
Vardas2936     Pavarde2936    2.73              2.47
Vardas7003     Pavarde7003    2.73              2.52
Vardas2947     Pavarde2947    2.73              2.77
Vardas2795     Pavarde2795    2.73              3.27
Vardas3591     Pavarde3591    2.73              2.98
Vardas3869     Pavarde3869    2.73              2.96
Vardas2203     Pavarde2203    2.73              3.19
Vardas3460     Pavarde3460    2.73              2.48
Vardas8436     Pavarde8436    2.73              3.19
Vardas5620     Pavarde5620    2.73              3.00
Vardas8878     Pavarde8878    2.73              3.56
Vardas1567     Pavarde1567    2.74              2.91
Vardas548      Pavarde548     2.74              2.82
Vardas6218     Pavarde6218    2.74              3.31
Vardas9266     Pavarde9266    2.74              2.94
Vardas8328     Pavarde8328    2.74              2.82
Vardas5348     Pavarde5348    2.74              3.49
Vardas6335     Pavarde6335    2.74              2.67
Vardas5713     Pavarde5713    2.74              2.80
Vardas9515     Pavarde9515    2.74              2.90
Vardas2844     Pavarde2844    2.74              2.79
Vardas3140     Pavarde3140    2.74              2.77
Vardas501      Pavarde501     2.74              3.56
Vardas8485     Pavarde8485    2.74              2.80
Vardas643      Pavarde643     2.74              2.52
Vardas9495     Pavarde9495    2.75              2.74
Vardas6286     Pavarde6286    2.75              3.31
Vardas9059     Pavarde9059    2.75              3.17
Vardas8287     Pavarde8287    2.75              3.50
Vardas3112     Pavarde3112    2.75              2.74
Vardas3246     Pavarde3246    2.75              2.61
Vardas4939     Pavarde4939    2.75              3.03
Vardas7679     Pavarde7679    2.75              3.38
Vardas6539     Pavarde6539    2.75              3.32
Vardas3259     Pavarde3259    2.75              2.71
Vardas2317     Pavarde2317    2.75              3.88
Vardas6998     Pavarde6998    2.75              3.33
Vardas4458     Pavarde4458    2.75              3.09
Vardas4226     Pavarde4226    2.76              2.47
Vardas1508     Pavarde1508    2.76              3.36
Vardas3428     Pavarde3428    2.76              3.20
Vardas3969     Pavarde3969    2.76              2.46
Vardas3532     Pavarde3532    2.76              3.38
Vardas6780     Pavarde6780    2.76              2.46
Vardas3827     Pavarde3827    2.76              3.14
Vardas7677     Pavarde7677    2.76              3.15
Vardas5953     Pavarde5953    2.76              3.38
Vardas2471     Pavarde2471    2.76              2.62
Vardas7663     Pavarde7663    2.76              3.63
Vardas1077     Pavarde1077    2.76              4.50
Vardas8266     Pavarde8266    2.76              2.82
Vardas1901     Pavarde1901    2.76              2.82
Vardas5035     Pavarde5035    2.76              3.18
Vardas3023     Pavarde3023    2.76              3.00
Vardas6288     Pavarde6288    2.76              2.72
Vardas6024     Pavarde6024    2.76              3.07
Vardas8549     Pavarde8549    2.77              3.27
Vardas3113     Pavarde3113    2.77              3.17
Vardas1270     Pavarde1270    2.77              3.39
Vardas1624     Pavarde1624    2.77              2.95
Vardas5178     Pavarde5178    2.77              2.80
Vardas6465     Pavarde6465    2.77              2.91
Vardas6334     Pavarde6334    2.77              2.76
Vardas5175     Pavarde5175    2.78              2.13
Vardas9706     Pavarde9706    2.78              3.76
Vardas7060     Pavarde7060    2.78              2.87
Vardas3057     Pavarde3057    2.78              2.84
Vardas5734     Pavarde5734    2.78              3.35
Vardas9827     Pavarde9827    2.78              2.44
Vardas1917     Pavarde1917    2.78              2.34
Vardas235      Pavarde235     2.78              3.02
Vardas3775     Pavarde3775    2.78              3.26
Vardas3899     Pavarde3899    2.78              2.79
Vardas6553     Pavarde6553    2.78              2.74
Vardas6019     Pavarde6019    2.78              2.80
Vardas9437     Pavarde9437    2.79              2.92
Vardas6443     Pavarde6443    2.79              3.02
Vardas9803     Pavarde9803    2.79              3.22
Vardas7774     Pavarde7774    2.79              3.04
Vardas8020     Pavarde8020    2.79              3.31
Vardas6        Pavarde6       2.79              2.75
Vardas2401     Pavarde2401    2.79              2.33
Vardas4160     Pavarde4160    2.79              3.08
Vardas5369     Pavarde5369    2.79              2.65
Vardas5767     Pavarde5767    2.79              3.64
Vardas1231     Pavarde1231    2.79              3.38
Vardas1286     Pavarde1286    2.79              3.06
Vardas7847     Pavarde7847    2.79              2.75
Vardas5117     Pavarde5117    2.80              3.18
Vardas6643     Pavarde6643    2.80              3.33
Vardas3712     Pavarde3712    2.80              3.33
Vardas6128     Pavarde6128    2.80              3.27
Vardas27       Pavarde27      2.80              4.20
Vardas1837     Pavarde1837    2.80              2.48
Vardas4425     Pavarde4425    2.80              2.69
Vardas462      Pavarde462     2.80              2.97
Vardas2398     Pavarde2398    2.80              3.83
Vardas7504     Pavarde7504    2.80              2.61
Vardas8129     Pavarde8129    2.80              3.17
Vardas2882     Pavarde2882    2.80              2.68
Vardas6016     Pavarde6016    2.80              2.70
Vardas2270     Pavarde2270    2.80              3.29
Vardas2236     Pavarde2236    2.80              2.60
Vardas4282     Pavarde4282    2.80              2.91
Vardas7962     Pavarde7962    2.80              3.38
Vardas5498     Pavarde5498    2.80              2.80
Vardas8483     Pavarde8483    2.80              3.27
Vardas522      Pavarde522     2.80              3.23
Vardas3049     Pavarde3049    2.80              3.10
Vardas4908     Pavarde4908    2.81              2.30
Vardas3595     Pavarde3595    2.81              2.66
Vardas8030     Pavarde8030    2.81              2.96
Vardas523      Pavarde523     2.81              2.99
Vardas5265     Pavarde5265    2.81              2.74
Vardas6847     Pavarde6847    2.81              3.34
Vardas1087     Pavarde1087    2.81              2.80
Vardas1451     Pavarde1451    2.81              3.55
Vardas7462     Pavarde7462    2.81              3.80
Vardas2219     Pavarde2219    2.81              2.75
Vardas3612     Pavarde3612    2.81              2.95
Vardas4772     Pavarde4772    2.81              2.97
Vardas1055     Pavarde1055    2.81              2.65
Vardas2646     Pavarde2646    2.81              2.94
Vardas2152     Pavarde2152    2.81              2.72
Vardas1165     Pavarde1165    2.81              2.90
Vardas9250     Pavarde9250    2.81              3.03
Vardas154      Pavarde154     2.81              2.90
Vardas3649     Pavarde3649    2.81              2.91
Vardas3946     Pavarde3946    2.82              2.63
Vardas7092     Pavarde7092    2.82              2.79
Vardas107      Pavarde107     2.82              3.51
Vardas4050     Pavarde4050    2.82              3.05
Vardas4422     Pavarde4422    2.82              2.72
Vardas267      Pavarde267     2.82              4.11
Vardas2762     Pavarde2762    2.82              2.65
Vardas3454     Pavarde3454    2.82              3.79
Vardas3952     Pavarde3952    2.82              3.02
Vardas8254     Pavarde8254    2.82              3.21
Vardas2408     Pavarde2408    2.82              3.53
Vardas3412     Pavarde3412    2.82              2.76
Vardas9994     Pavarde9994    2.82              2.38
Vardas9208     Pavarde9208    2.82              2.60
Vardas4426     Pavarde4426    2.82              2.73
Vardas4985     Pavarde4985    2.82              2.94
Vardas4802     Pavarde4802    2.82              2.59
Vardas424      Pavarde424     2.82              3.02
Vardas7724     Pavarde7724    2.82              2.82
Vardas2321     Pavarde2321    2.82              2.82
Vardas6348     Pavarde6348    2.83              3.45
Vardas5326     Pavarde5326    2.83              2.98
Vardas1752     Pavarde1752    2.83              3.08
Vardas9565     Pavarde9565    2.83              3.02
Vardas4000     Pavarde4000    2.83              2.88
Vardas2845     Pavarde2845    2.83              3.02
Vardas9106     Pavarde9106    2.83              3.40
Vardas1236     Pavarde1236    2.83              3.34
Vardas7781     Pavarde7781    2.83              2.79
Vardas4751     Pavarde4751    2.83              3.02
Vardas9420     Pavarde9420    2.83              3.49
Vardas9521     Pavarde9521    2.84              3.06
Vardas9529     Pavarde9529    2.84              2.59
Vardas3623     Pavarde3623    2.84              2.65
