Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas657      Pavarde657     5.32              5.81
Vardas818      Pavarde818     5.32              5.74
Vardas944      Pavarde944     5.32              5.26
Vardas436      Pavarde436     5.33              5.47
Vardas687      Pavarde687     5.34              4.95
Vardas29       Pavarde29      5.34              6.85
Vardas227      Pavarde227     5.35              6.14
Vardas504      Pavarde504     5.35              5.52
Vardas513      Pavarde513     5.35              5.64
Vardas202      Pavarde202     5.36              4.90
Vardas737      Pavarde737     5.36              6.43
Vardas556      Pavarde556     5.38              6.19
Vardas740      Pavarde740     5.38              5.55
Vardas926      Pavarde926     5.40              5.57
Vardas652      Pavarde652     5.40              5.75
Vardas966      Pavarde966     5.40              5.82
Vardas924      Pavarde924     5.40              5.54
Vardas450      Pavarde450     5.42              5.75
Vardas506      Pavarde506     5.43              5.71
Vardas754      Pavarde754     5.43              5.41
Vardas422      Pavarde422     5.43              5.57
Vardas714      Pavarde714     5.43              5.97
Vardas443      Pavarde443     5.44              5.37
Vardas524      Pavarde524     5.46              5.46
Vardas660      Pavarde660     5.46              5.63
Vardas478      Pavarde478     5.47              6.02
Vardas167      Pavarde167     5.47              5.11
Vardas387      Pavarde387     5.47              5.15
Vardas243      Pavarde243     5.47              6.48
Vardas822      Pavarde822     5.48              5.42
Vardas773      Pavarde773     5.48              6.11
Vardas1        Pavarde1       5.48              5.43
Vardas770      Pavarde770     5.49              5.54
Vardas24       Pavarde24      5.50              5.32
Vardas283      Pavarde283     5.50              5.80
Vardas462      Pavarde462     5.51              6.00
Vardas274      Pavarde274     5.53              5.66
Vardas574      Pavarde574     5.54              5.19
Vardas351      Pavarde351     5.54              5.70
Vardas107      Pavarde107     5.54              5.38
Vardas750      Pavarde750     5.55              5.91
Vardas191      Pavarde191     5.56              6.11
Vardas193      Pavarde193     5.57              5.83
Vardas412      Pavarde412     5.59              6.00
Vardas392      Pavarde392     5.59              5.52
Vardas468      Pavarde468     5.59              5.97
Vardas406      Pavarde406     5.59              5.64
Vardas951      Pavarde951     5.60              5.53
Vardas343      Pavarde343     5.60              6.27
Vardas758      Pavarde758     5.61              6.00
Vardas555      Pavarde555     5.62              5.17
Vardas520      Pavarde520     5.63              5.58
Vardas224      Pavarde224     5.64              5.15
Vardas448      Pavarde448     5.64              5.55
Vardas747      Pavarde747     5.64              5.51
Vardas817      Pavarde817     5.65              5.53
Vardas487      Pavarde487     5.65              6.43
Vardas768      Pavarde768     5.65              5.87
Vardas105      Pavarde105     5.65              5.49
Vardas528      Pavarde528     5.66              5.45
Vardas722      Pavarde722     5.66              5.33
Vardas600      Pavarde600     5.67              5.96
Vardas294      Pavarde294     5.68              5.32
Vardas358      Pavarde358     5.68              5.97
Vardas247      Pavarde247     5.68              5.30
Vardas329      Pavarde329     5.69              5.44
Vardas739      Pavarde739     5.69              5.20
Vardas650      Pavarde650     5.69              6.02
Vardas179      Pavarde179     5.69              5.24
Vardas645      Pavarde645     5.70              5.52
Vardas618      Pavarde618     5.71              5.84
Vardas551      Pavarde551     5.72              5.71
Vardas340      Pavarde340     5.72              5.90
Vardas112      Pavarde112     5.74              5.78
Vardas425      Pavarde425     5.75              6.36
Vardas697      Pavarde697     5.75              6.03
Vardas609      Pavarde609     5.75              6.49
Vardas517      Pavarde517     5.77              6.01
Vardas245      Pavarde245     5.79              5.87
Vardas883      Pavarde883     5.79              6.56
Vardas846      Pavarde846     5.80              6.43
Vardas427      Pavarde427     5.80              6.34
Vardas495      Pavarde495     5.80              6.26
Vardas52       Pavarde52      5.80              6.34
Vardas434      Pavarde434     5.82              6.15
Vardas26       Pavarde26      5.82              5.58
Vardas96       Pavarde96      5.85              5.95
Vardas566      Pavarde566     5.86              5.97
Vardas995      Pavarde995     5.86              5.86
Vardas162      Pavarde162     5.86              6.64
Vardas302      Pavarde302     5.86              5.96
Vardas845      Pavarde845     5.86              6.48
Vardas598      Pavarde598     5.87              6.34
Vardas985      Pavarde985     5.88              6.41
Vardas173      Pavarde173     5.88              6.18
Vardas463      Pavarde463     5.89              6.40
Vardas421      Pavarde421     5.90              5.91
Vardas695      Pavarde695     5.90              6.23
Vardas588      Pavarde588     5.92              6.18
Vardas83       Pavarde83      5.93              5.52
Vardas723      Pavarde723     5.93              5.91
Vardas334      Pavarde334     5.93              6.43
Vardas828      Pavarde828     5.94              5.79
Vardas558      Pavarde558     5.96              6.37
Vardas637      Pavarde637     5.97              6.44
Vardas430      Pavarde430     5.98              6.44
Vardas373      Pavarde373     5.98              5.88
Vardas149      Pavarde149     5.99              5.88
Vardas230      Pavarde230     5.99              5.99
Vardas408      Pavarde408     6.00              6.53
Vardas960      Pavarde960     6.01              6.01
Vardas132      Pavarde132     6.01              5.64
Vardas382      Pavarde382     6.01              6.31
Vardas444      Pavarde444     6.01              5.78
Vardas810      Pavarde810     6.02              5.96
Vardas915      Pavarde915     6.02              6.25
Vardas439      Pavarde439     6.03              6.94
Vardas761      Pavarde761     6.03              6.80
Vardas460      Pavarde460     6.04              5.95
Vardas713      Pavarde713     6.04              6.82
Vardas365      Pavarde365     6.06              5.97
Vardas101      Pavarde101     6.06              6.51
Vardas426      Pavarde426     6.06              6.24
Vardas749      Pavarde749     6.07              5.68
Vardas858      Pavarde858     6.07              5.65
Vardas736      Pavarde736     6.07              6.51
Vardas225      Pavarde225     6.09              6.61
Vardas567      Pavarde567     6.09              6.90
Vardas11       Pavarde11      6.10              6.10
Vardas965      Pavarde965     6.10              6.68
Vardas116      Pavarde116     6.11              6.25
Vardas482      Pavarde482     6.12              6.71
Vardas286      Pavarde286     6.13              6.29
Vardas93       Pavarde93      6.14              6.59
Vardas825      Pavarde825     6.14              6.68
Vardas155      Pavarde155     6.14              6.28
Vardas757      Pavarde757     6.15              6.75
Vardas688      Pavarde688     6.15              6.10
Vardas904      Pavarde904     6.16              6.06
Vardas68       Pavarde68      6.17              6.34
Vardas234      Pavarde234     6.17              6.52
Vardas394      Pavarde394     6.17              5.86
Vardas317      Pavarde317     6.18              6.39
Vardas746      Pavarde746     6.19              6.19
Vardas124      Pavarde124     6.21              6.57
Vardas731      Pavarde731     6.21              6.06
Vardas802      Pavarde802     6.22              6.50
Vardas244      Pavarde244     6.23              6.40
Vardas54       Pavarde54      6.23              6.74
Vardas75       Pavarde75      6.25              6.91
Vardas175      Pavarde175     6.26              6.54
Vardas296      Pavarde296     6.27              6.32
Vardas265      Pavarde265     6.27              6.75
Vardas120      Pavarde120     6.27              5.84
Vardas196      Pavarde196     6.28              6.76
Vardas778      Pavarde778     6.28              6.51
Vardas396      Pavarde396     6.28              6.80
Vardas587      Pavarde587     6.29              5.84
Vardas969      Pavarde969     6.30              6.69
Vardas590      Pavarde590     6.31              6.61
Vardas987      Pavarde987     6.31              6.69
Vardas661      Pavarde661     6.31              6.59
Vardas431      Pavarde431     6.31              6.44
Vardas43       Pavarde43      6.32              6.36
Vardas980      Pavarde980     6.33              6.30
Vardas477      Pavarde477     6.33              7.01
Vardas148      Pavarde148     6.34              6.34
Vardas678      Pavarde678     6.34              6.43
Vardas403      Pavarde403     6.35              6.60
Vardas816      Pavarde816     6.35              6.67
Vardas166      Pavarde166     6.35              6.77
Vardas535      Pavarde535     6.35              6.23
Vardas923      Pavarde923     6.36              5.98
Vardas378      Pavarde378     6.36              6.53
Vardas187      Pavarde187     6.37              6.51
Vardas25       Pavarde25      6.38              7.08
Vardas220      Pavarde220     6.39              7.02
Vardas518      Pavarde518     6.39              6.25
Vardas370      Pavarde370     6.40              6.81
Vardas165      Pavarde165     6.40              6.26
Vardas689      Pavarde689     6.41              6.61
Vardas724      Pavarde724     6.41              6.41
Vardas900      Pavarde900     6.42              7.14
Vardas738      Pavarde738     6.42              7.46
Vardas241      Pavarde241     6.43              6.86
Vardas398      Pavarde398     6.43              6.43
Vardas341      Pavarde341     6.43              6.62
Vardas983      Pavarde983     6.44              6.69
Vardas326      Pavarde326     6.45              6.04
Vardas943      Pavarde943     6.46              6.41
Vardas838      Pavarde838     6.48              6.85
Vardas252      Pavarde252     6.48              5.88
Vardas465      Pavarde465     6.48              7.42
Vardas942      Pavarde942     6.49              6.61
Vardas614      Pavarde614     6.49              6.54
Vardas63       Pavarde63      6.50              6.65
Vardas849      Pavarde849     6.50              6.24
Vardas855      Pavarde855     6.52              6.18
Vardas311      Pavarde311     6.52              7.04
Vardas833      Pavarde833     6.52              5.91
Vardas546      Pavarde546     6.52              7.52
Vardas836      Pavarde836     6.53              6.72
Vardas213      Pavarde213     6.53              7.00
Vardas395      Pavarde395     6.53              6.94
Vardas666      Pavarde666     6.53              6.95
Vardas720      Pavarde720     6.54              6.54
Vardas585      Pavarde585     6.55              6.51
Vardas432      Pavarde432     6.55              7.00
Vardas198      Pavarde198     6.56              6.47
Vardas22       Pavarde22      6.56              7.48
Vardas150      Pavarde150     6.59              6.38
Vardas114      Pavarde114     6.60              5.82
Vardas484      Pavarde484     6.60              6.68
Vardas197      Pavarde197     6.60              6.93
Vardas235      Pavarde235     6.61              7.01
Vardas467      Pavarde467     6.64              6.70
Vardas707      Pavarde707     6.64              6.82
Vardas23       Pavarde23      6.65              7.09
Vardas21       Pavarde21      6.66              6.41
Vardas715      Pavarde715     6.66              6.78
Vardas237      Pavarde237     6.66              7.24
Vardas742      Pavarde742     6.67              6.93
Vardas91       Pavarde91      6.67              7.21
Vardas753      Pavarde753     6.68              7.25
Vardas126      Pavarde126     6.69              7.05
Vardas185      Pavarde185     6.71              6.68
Vardas658      Pavarde658     6.71              6.81
Vardas552      Pavarde552     6.71              6.56
Vardas604      Pavarde604     6.71              6.62
Vardas85       Pavarde85      6.71              6.95
Vardas204      Pavarde204     6.71              6.90
Vardas301      Pavarde301     6.72              7.38
Vardas391      Pavarde391     6.72              7.47
Vardas186      Pavarde186     6.72              7.47
Vardas7        Pavarde7       6.73              7.18
Vardas292      Pavarde292     6.75              7.70
Vardas850      Pavarde850     6.76              6.97
Vardas771      Pavarde771     6.76              6.36
Vardas56       Pavarde56      6.77              7.27
Vardas788      Pavarde788     6.77              6.80
Vardas706      Pavarde706     6.80              7.18
Vardas349      Pavarde349     6.80              6.77
Vardas321      Pavarde321     6.80              7.04
Vardas914      Pavarde914     6.80              7.14
Vardas113      Pavarde113     6.80              7.44
Vardas228      Pavarde228     6.80              6.81
Vardas479      Pavarde479     6.81              6.98
Vardas939      Pavarde939     6.82              7.26
Vardas948      Pavarde948     6.82              6.89
Vardas348      Pavarde348     6.82              6.62
Vardas621      Pavarde621     6.82              7.13
Vardas611      Pavarde611     6.83              7.33
Vardas595      Pavarde595     6.83              6.66
Vardas874      Pavarde874     6.84              7.71
Vardas527      Pavarde527     6.84              6.36
Vardas530      Pavarde530     6.84              7.16
Vardas891      Pavarde891     6.84              7.35
Vardas572      Pavarde572     6.85              6.98
Vardas989      Pavarde989     6.85              7.33
Vardas180      Pavarde180     6.86              6.46
Vardas259      Pavarde259     6.86              7.20
Vardas449      Pavarde449     6.86              7.32
Vardas256      Pavarde256     6.86              7.53
Vardas325      Pavarde325     6.87              6.99
Vardas442      Pavarde442     6.87              6.92
Vardas199      Pavarde199     6.88              7.33
Vardas931      Pavarde931     6.88              7.16
Vardas919      Pavarde919     6.89              7.23
Vardas917      Pavarde917     6.89              7.30
Vardas53       Pavarde53      6.89              7.31
Vardas81       Pavarde81      6.89              6.50
Vardas164      Pavarde164     6.90              6.96
Vardas226      Pavarde226     6.90              6.68
Vardas851      Pavarde851     6.91              7.00
Vardas909      Pavarde909     6.91              7.46
Vardas596      Pavarde596     6.91              6.96
Vardas316      Pavarde316     6.92              6.91
Vardas664      Pavarde664     6.93              7.67
Vardas475      Pavarde475     6.93              7.15
Vardas331      Pavarde331     6.93              7.08
Vardas47       Pavarde47      6.94              7.44
Vardas763      Pavarde763     6.95              7.04
Vardas755      Pavarde755     6.96              7.43
Vardas130      Pavarde130     6.97              7.42
Vardas10       Pavarde10      6.98              7.09
Vardas794      Pavarde794     6.98              7.54
Vardas50       Pavarde50      6.99              7.44
Vardas218      Pavarde218     6.99              7.10
Vardas437      Pavarde437     6.99              6.94
Vardas172      Pavarde172     7.00              7.39
Vardas361      Pavarde361     7.00              7.43
Vardas813      Pavarde813     7.00              6.52
Vardas698      Pavarde698     7.00              6.57
Vardas19       Pavarde19      7.02              6.39
Vardas663      Pavarde663     7.03              6.38
Vardas288      Pavarde288     7.04              7.36
Vardas913      Pavarde913     7.04              7.23
Vardas597      Pavarde597     7.06              7.42
Vardas489      Pavarde489     7.06              7.71
Vardas561      Pavarde561     7.07              6.61
Vardas764      Pavarde764     7.07              7.04
Vardas993      Pavarde993     7.09              7.58
Vardas423      Pavarde423     7.10              7.73
Vardas647      Pavarde647     7.10              8.16
Vardas888      Pavarde888     7.11              7.00
Vardas781      Pavarde781     7.11              7.58
Vardas100      Pavarde100     7.11              7.64
Vardas476      Pavarde476     7.12              7.12
Vardas795      Pavarde795     7.12              7.20
Vardas777      Pavarde777     7.13              7.70
Vardas899      Pavarde899     7.14              6.88
Vardas711      Pavarde711     7.14              7.32
Vardas929      Pavarde929     7.15              6.75
Vardas853      Pavarde853     7.15              7.20
Vardas344      Pavarde344     7.16              7.32
Vardas236      Pavarde236     7.16              7.60
Vardas702      Pavarde702     7.17              6.97
Vardas306      Pavarde306     7.18              7.38
Vardas57       Pavarde57      7.18              8.32
Vardas497      Pavarde497     7.19              8.21
Vardas128      Pavarde128     7.20              7.45
Vardas400      Pavarde400     7.20              7.51
Vardas309      Pavarde309     7.21              6.99
Vardas207      Pavarde207     7.21              6.94
Vardas514      Pavarde514     7.21              7.55
Vardas233      Pavarde233     7.22              7.64
Vardas168      Pavarde168     7.23              6.86
Vardas278      Pavarde278     7.25              7.33
Vardas990      Pavarde990     7.25              7.00
Vardas55       Pavarde55      7.26              6.78
Vardas474      Pavarde474     7.26              6.83
Vardas284      Pavarde284     7.26              7.61
Vardas827      Pavarde827     7.28              7.38
Vardas694      Pavarde694     7.28              7.58
Vardas279      Pavarde279     7.29              7.99
Vardas703      Pavarde703     7.31              6.78
Vardas369      Pavarde369     7.32              7.65
Vardas229      Pavarde229     7.33              7.43
Vardas801      Pavarde801     7.33              7.76
Vardas649      Pavarde649     7.33              7.91
Vardas905      Pavarde905     7.33              7.24
Vardas635      Pavarde635     7.33              7.89
Vardas20       Pavarde20      7.34              7.34
Vardas779      Pavarde779     7.35              7.83
Vardas814      Pavarde814     7.35              7.63
Vardas37       Pavarde37      7.35              8.18
Vardas861      Pavarde861     7.36              7.09
Vardas601      Pavarde601     7.36              7.94
Vardas735      Pavarde735     7.36              7.69
Vardas564      Pavarde564     7.38              8.02
Vardas824      Pavarde824     7.38              8.93
Vardas901      Pavarde901     7.39              8.03
Vardas992      Pavarde992     7.40              7.42
Vardas281      Pavarde281     7.40              7.68
Vardas871      Pavarde871     7.41              7.41
Vardas312      Pavarde312     7.41              6.96
Vardas428      Pavarde428     7.42              7.77
Vardas866      Pavarde866     7.43              7.65
Vardas163      Pavarde163     7.44              7.80
Vardas937      Pavarde937     7.44              7.84
Vardas541      Pavarde541     7.45              7.86
Vardas409      Pavarde409     7.45              8.00
Vardas195      Pavarde195     7.46              8.09
Vardas342      Pavarde342     7.46              7.46
Vardas157      Pavarde157     7.46              7.48
Vardas536      Pavarde536     7.48              7.86
Vardas665      Pavarde665     7.49              7.75
Vardas419      Pavarde419     7.49              7.38
Vardas345      Pavarde345     7.50              8.04
Vardas895      Pavarde895     7.50              8.11
Vardas629      Pavarde629     7.50              7.26
Vardas925      Pavarde925     7.52              7.98
Vardas620      Pavarde620     7.52              7.95
Vardas767      Pavarde767     7.52              8.00
Vardas287      Pavarde287     7.53              7.83
Vardas397      Pavarde397     7.54              7.75
Vardas887      Pavarde887     7.55              7.56
Vardas154      Pavarde154     7.56              7.62
Vardas675      Pavarde675     7.56              7.68
Vardas80       Pavarde80      7.56              7.77
Vardas435      Pavarde435     7.56              8.04
Vardas17       Pavarde17      7.56              7.56
Vardas684      Pavarde684     7.56              7.55
Vardas282      Pavarde282     7.57              7.61
Vardas578      Pavarde578     7.58              7.44
Vardas411      Pavarde411     7.59              7.68
Vardas352      Pavarde352     7.61              7.79
Vardas389      Pavarde389     7.61              7.61
Vardas790      Pavarde790     7.62              7.95
Vardas240      Pavarde240     7.64              7.59
Vardas454      Pavarde454     7.64              8.74
Vardas205      Pavarde205     7.64              7.83
Vardas842      Pavarde842     7.64              7.81
Vardas144      Pavarde144     7.65              7.66
Vardas615      Pavarde615     7.65              7.42
Vardas494      Pavarde494     7.67              8.23
Vardas136      Pavarde136     7.67              7.11
Vardas501      Pavarde501     7.68              7.57
Vardas440      Pavarde440     7.68              7.75
Vardas892      Pavarde892     7.69              7.57
Vardas502      Pavarde502     7.70              8.34
Vardas15       Pavarde15      7.70              7.85
Vardas886      Pavarde886     7.71              8.04
Vardas854      Pavarde854     7.72              8.91
Vardas872      Pavarde872     7.72              7.48
Vardas269      Pavarde269     7.73              7.39
Vardas696      Pavarde696     7.74              7.49
Vardas852      Pavarde852     7.76              8.09
Vardas685      Pavarde685     7.76              8.61
Vardas304      Pavarde304     7.78              8.36
Vardas982      Pavarde982     7.78              8.48
Vardas704      Pavarde704     7.78              7.75
Vardas219      Pavarde219     7.79              7.81
Vardas879      Pavarde879     7.81              7.40
Vardas797      Pavarde797     7.83              8.09
Vardas178      Pavarde178     7.83              8.04
Vardas719      Pavarde719     7.84              7.97
Vardas776      Pavarde776     7.84              8.69
Vardas393      Pavarde393     7.85              7.61
Vardas264      Pavarde264     7.85              7.97
Vardas884      Pavarde884     7.85              8.06
Vardas974      Pavarde974     7.85              8.45
Vardas40       Pavarde40      7.86              7.95
Vardas337      Pavarde337     7.87              8.11
Vardas410      Pavarde410     7.88              8.27
Vardas31       Pavarde31      7.89              7.45
Vardas533      Pavarde533     7.90              8.28
Vardas531      Pavarde531     7.91              7.72
Vardas545      Pavarde545     7.91              7.79
Vardas48       Pavarde48      7.91              8.59
Vardas748      Pavarde748     7.91              7.36
Vardas686      Pavarde686     7.92              8.21
Vardas634      Pavarde634     7.93              8.91
Vardas141      Pavarde141     7.93              7.52
Vardas878      Pavarde878     7.94              8.28
Vardas756      Pavarde756     7.94              8.25
Vardas584      Pavarde584     7.95              8.57
Vardas662      Pavarde662     7.95              8.18
Vardas38       Pavarde38      7.96              8.28
Vardas297      Pavarde297     7.98              8.42
Vardas889      Pavarde889     7.99              8.10
Vardas135      Pavarde135     8.00              8.24
Vardas6        Pavarde6       8.00              8.55
Vardas787      Pavarde787     8.02              8.31
Vardas630      Pavarde630     8.02              8.47
Vardas433      Pavarde433     8.02              7.77
Vardas769      Pavarde769     8.02              8.44
Vardas138      Pavarde138     8.04              7.95
Vardas271      Pavarde271     8.05              8.33
Vardas515      Pavarde515     8.05              8.48
Vardas44       Pavarde44      8.06              8.57
Vardas104      Pavarde104     8.07              8.43
Vardas319      Pavarde319     8.07              7.89
Vardas499      Pavarde499     8.07              8.28
Vardas625      Pavarde625     8.08              8.64
Vardas691      Pavarde691     8.08              8.21
Vardas314      Pavarde314     8.09              8.24
Vardas860      Pavarde860     8.11              7.76
Vardas928      Pavarde928     8.11              8.77
Vardas670      Pavarde670     8.14              8.58
Vardas134      Pavarde134     8.15              8.53
Vardas519      Pavarde519     8.17              8.01
Vardas832      Pavarde832     8.17              8.52
Vardas324      Pavarde324     8.17              8.30
Vardas496      Pavarde496     8.17              9.09
Vardas876      Pavarde876     8.18              8.42
Vardas86       Pavarde86      8.20              8.30
Vardas483      Pavarde483     8.21              8.67
Vardas912      Pavarde912     8.22              8.51
Vardas73       Pavarde73      8.22              8.43
Vardas261      Pavarde261     8.22              8.35
Vardas815      Pavarde815     8.23              8.32
Vardas873      Pavarde873     8.24              8.49
Vardas121      Pavarde121     8.24              8.32
Vardas898      Pavarde898     8.24              8.16
Vardas275      Pavarde275     8.24              8.82
Vardas760      Pavarde760     8.29              8.80
Vardas49       Pavarde49      8.29              8.47
Vardas111      Pavarde111     8.30              8.24
Vardas473      Pavarde473     8.30              8.29
Vardas934      Pavarde934     8.31              8.16
Vardas76       Pavarde76      8.31              8.15
Vardas885      Pavarde885     8.33              8.30
Vardas671      Pavarde671     8.35              9.21
Vardas374      Pavarde374     8.35              8.36
Vardas799      Pavarde799     8.36              9.42
Vardas357      Pavarde357     8.38              8.93
Vardas560      Pavarde560     8.38              8.99
Vardas293      Pavarde293     8.39              8.79
Vardas418      Pavarde418     8.40              8.60
Vardas782      Pavarde782     8.41              8.43
Vardas413      Pavarde413     8.42              8.30
Vardas791      Pavarde791     8.43              8.72
Vardas335      Pavarde335     8.45              8.46
Vardas632      Pavarde632     8.45              8.95
Vardas589      Pavarde589     8.46              9.13
Vardas405      Pavarde405     8.47              8.52
Vardas834      Pavarde834     8.48              8.54
Vardas371      Pavarde371     8.51              8.51
Vardas95       Pavarde95      8.52              8.56
Vardas751      Pavarde751     8.53              9.15
Vardas717      Pavarde717     8.54              9.26
Vardas957      Pavarde957     8.57              9.20
Vardas511      Pavarde511     8.57              9.11
Vardas745      Pavarde745     8.58              8.96
Vardas381      Pavarde381     8.59              9.06
Vardas916      Pavarde916     8.66              8.83
Vardas752      Pavarde752     8.75              9.39
Vardas646      Pavarde646     8.77              9.02
Vardas602      Pavarde602     8.78              9.16
Vardas573      Pavarde573     8.80              9.43
Vardas789      Pavarde789     8.82              9.17
Vardas949      Pavarde949     8.84              8.98
Vardas793      Pavarde793     8.86              9.31
Vardas249      Pavarde249     8.87              9.42
Vardas583      Pavarde583     8.90              9.53
Vardas935      Pavarde935     8.93              8.85
Vardas765      Pavarde765     9.03              9.07
Vardas125      Pavarde125     9.03              9.14
