Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas46011    Pavarde46011   2.10              1.60
Vardas97452    Pavarde97452   2.10              1.80
Vardas94429    Pavarde94429   2.10              1.80
Vardas11542    Pavarde11542   2.10              1.80
Vardas15720    Pavarde15720   2.10              2.20
Vardas3611     Pavarde3611    2.12              1.80
Vardas6738     Pavarde6738    2.12              1.80
Vardas27382    Pavarde27382   2.12              1.80
Vardas96175    Pavarde96175   2.12              1.60
Vardas77055    Pavarde77055   2.12              1.80
Vardas27011    Pavarde27011   2.12              1.60
Vardas66461    Pavarde66461   2.12              2.00
Vardas56986    Pavarde56986   2.12              1.60
Vardas12866    Pavarde12866   2.12              1.60
Vardas49667    Pavarde49667   2.12              2.20
Vardas76139    Pavarde76139   2.12              2.00
Vardas97507    Pavarde97507   2.12              1.80
Vardas34455    Pavarde34455   2.12              1.80
Vardas2891     Pavarde2891    2.12              2.00
Vardas87138    Pavarde87138   2.14              1.80
Vardas36978    Pavarde36978   2.14              1.80
Vardas17703    Pavarde17703   2.14              1.80
Vardas93870    Pavarde93870   2.14              1.80
Vardas94073    Pavarde94073   2.14              1.80
Vardas67569    Pavarde67569   2.14              1.80
Vardas42201    Pavarde42201   2.14              1.80
Vardas18102    Pavarde18102   2.14              2.00
Vardas52491    Pavarde52491   2.14              2.00
Vardas90239    Pavarde90239   2.14              1.80
Vardas9801     Pavarde9801    2.14              1.80
Vardas52293    Pavarde52293   2.14              1.40
Vardas33577    Pavarde33577   2.14              1.80
Vardas72837    Pavarde72837   2.14              1.80
Vardas3840     Pavarde3840    2.14              2.00
Vardas9740     Pavarde9740    2.16              1.80
Vardas61578    Pavarde61578   2.16              2.20
Vardas60451    Pavarde60451   2.16              1.80
Vardas31452    Pavarde31452   2.16              2.00
Vardas60715    Pavarde60715   2.16              2.40
Vardas97045    Pavarde97045   2.16              2.20
Vardas22862    Pavarde22862   2.16              2.00
Vardas38020    Pavarde38020   2.16              2.20
Vardas27631    Pavarde27631   2.16              1.80
Vardas71290    Pavarde71290   2.16              1.80
Vardas83359    Pavarde83359   2.16              2.00
Vardas69692    Pavarde69692   2.16              2.00
Vardas5876     Pavarde5876    2.16              1.80
Vardas12450    Pavarde12450   2.16              2.20
Vardas93588    Pavarde93588   2.16              2.20
Vardas6141     Pavarde6141    2.16              1.80
Vardas93060    Pavarde93060   2.16              2.20
Vardas43362    Pavarde43362   2.16              1.80
Vardas80121    Pavarde80121   2.16              2.40
Vardas62685    Pavarde62685   2.16              2.00
Vardas58943    Pavarde58943   2.16              1.80
Vardas82454    Pavarde82454   2.16              1.80
Vardas53623    Pavarde53623   2.16              2.00
Vardas18898    Pavarde18898   2.16              2.00
Vardas40798    Pavarde40798   2.16              2.20
Vardas11403    Pavarde11403   2.16              1.80
Vardas50229    Pavarde50229   2.16              2.20
Vardas70862    Pavarde70862   2.16              1.60
Vardas98203    Pavarde98203   2.16              2.00
Vardas21334    Pavarde21334   2.16              2.00
Vardas69422    Pavarde69422   2.18              2.00
Vardas8180     Pavarde8180    2.18              2.00
Vardas36344    Pavarde36344   2.18              2.00
Vardas85291    Pavarde85291   2.18              1.80
Vardas49152    Pavarde49152   2.18              2.00
Vardas15385    Pavarde15385   2.18              2.00
Vardas47819    Pavarde47819   2.18              1.80
Vardas45209    Pavarde45209   2.18              2.00
Vardas40712    Pavarde40712   2.18              2.20
Vardas40102    Pavarde40102   2.18              2.20
Vardas79575    Pavarde79575   2.18              2.00
Vardas76149    Pavarde76149   2.18              1.40
Vardas83051    Pavarde83051   2.18              2.00
Vardas25448    Pavarde25448   2.18              1.80
Vardas84884    Pavarde84884   2.18              1.80
Vardas4443     Pavarde4443    2.18              2.20
Vardas99259    Pavarde99259   2.18              2.00
Vardas40075    Pavarde40075   2.18              1.80
Vardas23398    Pavarde23398   2.18              2.00
Vardas24172    Pavarde24172   2.18              1.80
Vardas22736    Pavarde22736   2.18              2.40
Vardas59327    Pavarde59327   2.18              2.20
Vardas95041    Pavarde95041   2.18              2.20
Vardas80907    Pavarde80907   2.18              1.80
Vardas90665    Pavarde90665   2.18              1.80
Vardas5022     Pavarde5022    2.18              2.00
Vardas22572    Pavarde22572   2.18              1.80
Vardas22994    Pavarde22994   2.18              1.80
Vardas6047     Pavarde6047    2.18              2.00
Vardas38348    Pavarde38348   2.18              2.20
Vardas88132    Pavarde88132   2.18              2.00
Vardas65321    Pavarde65321   2.18              2.00
Vardas12934    Pavarde12934   2.18              1.80
Vardas77983    Pavarde77983   2.20              2.20
Vardas13451    Pavarde13451   2.20              2.20
Vardas82505    Pavarde82505   2.20              1.80
Vardas34239    Pavarde34239   2.20              2.00
Vardas77103    Pavarde77103   2.20              2.00
Vardas80105    Pavarde80105   2.20              2.00
Vardas83516    Pavarde83516   2.20              1.80
Vardas21316    Pavarde21316   2.20              2.20
Vardas46465    Pavarde46465   2.20              2.20
Vardas86537    Pavarde86537   2.20              2.40
Vardas93756    Pavarde93756   2.20              2.20
Vardas84508    Pavarde84508   2.20              1.60
Vardas10617    Pavarde10617   2.20              2.00
Vardas71612    Pavarde71612   2.20              1.60
Vardas64003    Pavarde64003   2.20              2.00
Vardas66379    Pavarde66379   2.20              2.00
Vardas30351    Pavarde30351   2.20              2.20
Vardas33741    Pavarde33741   2.20              1.80
Vardas91849    Pavarde91849   2.20              1.60
Vardas7970     Pavarde7970    2.20              2.20
Vardas4160     Pavarde4160    2.20              2.00
Vardas51155    Pavarde51155   2.20              2.20
Vardas64087    Pavarde64087   2.20              2.40
Vardas78885    Pavarde78885   2.20              2.00
Vardas11784    Pavarde11784   2.20              1.80
Vardas92210    Pavarde92210   2.20              2.20
Vardas34570    Pavarde34570   2.20              2.20
Vardas34622    Pavarde34622   2.20              1.80
Vardas37174    Pavarde37174   2.20              1.80
Vardas61064    Pavarde61064   2.20              1.80
Vardas59180    Pavarde59180   2.20              1.80
Vardas61503    Pavarde61503   2.20              1.80
Vardas26350    Pavarde26350   2.20              1.80
Vardas52511    Pavarde52511   2.20              2.20
Vardas42281    Pavarde42281   2.20              2.00
Vardas97063    Pavarde97063   2.20              1.80
Vardas58434    Pavarde58434   2.20              2.20
Vardas88177    Pavarde88177   2.20              1.80
Vardas5350     Pavarde5350    2.22              1.60
Vardas72293    Pavarde72293   2.22              2.20
Vardas82229    Pavarde82229   2.22              2.20
Vardas80216    Pavarde80216   2.22              2.00
Vardas57457    Pavarde57457   2.22              1.80
Vardas13173    Pavarde13173   2.22              1.80
Vardas50382    Pavarde50382   2.22              1.80
Vardas80744    Pavarde80744   2.22              2.40
Vardas32712    Pavarde32712   2.22              2.40
Vardas21851    Pavarde21851   2.22              1.80
Vardas94550    Pavarde94550   2.22              2.00
Vardas38672    Pavarde38672   2.22              2.20
Vardas97359    Pavarde97359   2.22              1.80
Vardas152      Pavarde152     2.22              1.80
Vardas88536    Pavarde88536   2.22              2.20
Vardas3899     Pavarde3899    2.22              2.00
Vardas28617    Pavarde28617   2.22              2.00
Vardas21963    Pavarde21963   2.22              2.20
Vardas41194    Pavarde41194   2.22              2.00
Vardas30885    Pavarde30885   2.22              2.20
Vardas63194    Pavarde63194   2.22              1.80
Vardas83933    Pavarde83933   2.22              1.80
Vardas98034    Pavarde98034   2.22              2.20
Vardas24917    Pavarde24917   2.22              1.80
Vardas24154    Pavarde24154   2.22              2.20
Vardas97390    Pavarde97390   2.22              1.80
Vardas31744    Pavarde31744   2.22              2.00
Vardas5115     Pavarde5115    2.22              2.20
Vardas84975    Pavarde84975   2.22              2.20
Vardas69987    Pavarde69987   2.22              2.00
Vardas74379    Pavarde74379   2.22              2.00
Vardas3601     Pavarde3601    2.22              1.80
Vardas64685    Pavarde64685   2.22              2.20
Vardas90661    Pavarde90661   2.22              2.00
Vardas70273    Pavarde70273   2.22              2.20
Vardas73890    Pavarde73890   2.22              1.80
Vardas30131    Pavarde30131   2.22              1.80
Vardas89824    Pavarde89824   2.22              1.60
Vardas67866    Pavarde67866   2.22              1.80
Vardas37540    Pavarde37540   2.22              1.80
Vardas93594    Pavarde93594   2.22              2.20
Vardas3990     Pavarde3990    2.22              2.20
Vardas46785    Pavarde46785   2.22              1.80
Vardas61721    Pavarde61721   2.22              1.80
Vardas28034    Pavarde28034   2.22              1.80
Vardas21918    Pavarde21918   2.24              2.20
Vardas88071    Pavarde88071   2.24              2.20
Vardas41045    Pavarde41045   2.24              2.00
Vardas9198     Pavarde9198    2.24              2.20
Vardas20149    Pavarde20149   2.24              2.00
Vardas96302    Pavarde96302   2.24              2.00
Vardas86887    Pavarde86887   2.24              1.80
Vardas67706    Pavarde67706   2.24              2.20
Vardas11257    Pavarde11257   2.24              2.20
Vardas9652     Pavarde9652    2.24              2.00
Vardas76640    Pavarde76640   2.24              2.00
Vardas1426     Pavarde1426    2.24              2.00
Vardas71347    Pavarde71347   2.24              1.80
Vardas63164    Pavarde63164   2.24              2.00
Vardas17305    Pavarde17305   2.24              1.80
Vardas45126    Pavarde45126   2.24              2.00
Vardas72988    Pavarde72988   2.24              2.20
Vardas4676     Pavarde4676    2.24              2.00
Vardas418      Pavarde418     2.24              2.20
Vardas89214    Pavarde89214   2.24              1.80
Vardas902      Pavarde902     2.24              2.00
Vardas85921    Pavarde85921   2.24              2.20
Vardas72257    Pavarde72257   2.24              1.80
Vardas26521    Pavarde26521   2.24              1.80
Vardas4156     Pavarde4156    2.24              1.80
Vardas53640    Pavarde53640   2.24              1.80
Vardas70573    Pavarde70573   2.24              2.00
Vardas3681     Pavarde3681    2.24              2.00
Vardas809      Pavarde809     2.24              1.80
Vardas65440    Pavarde65440   2.24              2.20
Vardas29994    Pavarde29994   2.24              2.00
Vardas37426    Pavarde37426   2.24              2.20
Vardas22621    Pavarde22621   2.24              1.80
Vardas83497    Pavarde83497   2.24              2.20
Vardas1704     Pavarde1704    2.24              2.20
Vardas41965    Pavarde41965   2.24              2.20
Vardas42295    Pavarde42295   2.24              2.20
Vardas34469    Pavarde34469   2.24              2.20
Vardas96519    Pavarde96519   2.24              2.20
Vardas36479    Pavarde36479   2.24              2.00
Vardas99980    Pavarde99980   2.24              1.80
Vardas38205    Pavarde38205   2.24              1.80
Vardas40785    Pavarde40785   2.24              2.00
Vardas65709    Pavarde65709   2.24              2.00
Vardas94888    Pavarde94888   2.24              2.20
Vardas79725    Pavarde79725   2.24              2.20
Vardas65710    Pavarde65710   2.24              2.20
Vardas72521    Pavarde72521   2.26              2.00
Vardas1906     Pavarde1906    2.26              2.00
Vardas7980     Pavarde7980    2.26              1.80
Vardas61011    Pavarde61011   2.26              2.20
Vardas14168    Pavarde14168   2.26              2.20
Vardas74048    Pavarde74048   2.26              2.20
Vardas44642    Pavarde44642   2.26              2.00
Vardas53243    Pavarde53243   2.26              2.40
Vardas56482    Pavarde56482   2.26              1.60
Vardas16296    Pavarde16296   2.26              2.20
Vardas38190    Pavarde38190   2.26              2.20
Vardas4266     Pavarde4266    2.26              2.00
Vardas20706    Pavarde20706   2.26              2.00
Vardas20703    Pavarde20703   2.26              2.00
Vardas63801    Pavarde63801   2.26              2.20
Vardas77270    Pavarde77270   2.26              2.20
Vardas92633    Pavarde92633   2.26              2.00
Vardas32404    Pavarde32404   2.26              2.00
Vardas77634    Pavarde77634   2.26              1.80
Vardas93000    Pavarde93000   2.26              1.80
Vardas86955    Pavarde86955   2.26              2.00
Vardas74133    Pavarde74133   2.26              1.40
Vardas22244    Pavarde22244   2.26              1.80
Vardas36774    Pavarde36774   2.26              2.00
Vardas1027     Pavarde1027    2.26              1.80
Vardas50763    Pavarde50763   2.26              2.20
Vardas31559    Pavarde31559   2.26              1.80
Vardas83564    Pavarde83564   2.26              2.20
Vardas94298    Pavarde94298   2.26              2.20
Vardas10772    Pavarde10772   2.26              2.00
Vardas23093    Pavarde23093   2.26              1.80
Vardas75339    Pavarde75339   2.26              1.80
Vardas10909    Pavarde10909   2.26              2.40
Vardas68962    Pavarde68962   2.26              2.40
Vardas21250    Pavarde21250   2.26              2.20
Vardas65364    Pavarde65364   2.26              2.20
Vardas67013    Pavarde67013   2.26              2.00
Vardas93510    Pavarde93510   2.26              2.00
Vardas9820     Pavarde9820    2.26              1.80
Vardas79962    Pavarde79962   2.26              2.20
Vardas64462    Pavarde64462   2.26              2.20
Vardas85199    Pavarde85199   2.26              1.80
Vardas22551    Pavarde22551   2.26              1.80
Vardas7594     Pavarde7594    2.26              1.80
Vardas25220    Pavarde25220   2.26              2.00
Vardas51147    Pavarde51147   2.26              2.20
Vardas10564    Pavarde10564   2.26              1.80
Vardas8731     Pavarde8731    2.26              2.20
Vardas87674    Pavarde87674   2.26              2.00
Vardas4225     Pavarde4225    2.26              2.20
Vardas94709    Pavarde94709   2.26              1.60
Vardas3916     Pavarde3916    2.26              2.40
Vardas18727    Pavarde18727   2.26              2.20
Vardas88077    Pavarde88077   2.26              1.60
Vardas72680    Pavarde72680   2.26              1.80
Vardas20493    Pavarde20493   2.26              1.80
Vardas48014    Pavarde48014   2.26              2.00
Vardas15802    Pavarde15802   2.26              2.00
Vardas48128    Pavarde48128   2.26              2.00
Vardas50398    Pavarde50398   2.28              1.80
Vardas89249    Pavarde89249   2.28              2.40
Vardas81272    Pavarde81272   2.28              2.20
Vardas78911    Pavarde78911   2.28              2.00
Vardas51515    Pavarde51515   2.28              2.20
Vardas89752    Pavarde89752   2.28              2.00
Vardas56738    Pavarde56738   2.28              2.20
Vardas75249    Pavarde75249   2.28              2.20
Vardas30590    Pavarde30590   2.28              2.00
Vardas77320    Pavarde77320   2.28              2.00
Vardas95866    Pavarde95866   2.28              2.20
Vardas67961    Pavarde67961   2.28              1.80
Vardas9650     Pavarde9650    2.28              2.00
Vardas2179     Pavarde2179    2.28              2.20
Vardas80417    Pavarde80417   2.28              1.80
Vardas83899    Pavarde83899   2.28              1.80
Vardas68760    Pavarde68760   2.28              1.80
Vardas69688    Pavarde69688   2.28              2.40
Vardas26609    Pavarde26609   2.28              1.80
Vardas12673    Pavarde12673   2.28              1.80
Vardas13811    Pavarde13811   2.28              2.00
Vardas87200    Pavarde87200   2.28              2.40
Vardas45058    Pavarde45058   2.28              2.00
Vardas92264    Pavarde92264   2.28              2.20
Vardas71827    Pavarde71827   2.28              2.40
Vardas54469    Pavarde54469   2.28              2.20
Vardas61882    Pavarde61882   2.28              2.00
Vardas52712    Pavarde52712   2.28              2.40
Vardas84608    Pavarde84608   2.28              2.20
Vardas63696    Pavarde63696   2.28              2.00
Vardas20539    Pavarde20539   2.28              2.20
Vardas68175    Pavarde68175   2.28              1.80
Vardas99223    Pavarde99223   2.28              2.40
Vardas14295    Pavarde14295   2.28              2.40
Vardas73330    Pavarde73330   2.28              2.20
Vardas30757    Pavarde30757   2.28              2.40
Vardas434      Pavarde434     2.28              2.00
Vardas15486    Pavarde15486   2.28              2.00
Vardas13867    Pavarde13867   2.28              1.80
Vardas20669    Pavarde20669   2.28              2.00
Vardas46857    Pavarde46857   2.28              1.80
Vardas22063    Pavarde22063   2.28              2.20
Vardas76516    Pavarde76516   2.28              2.00
Vardas39580    Pavarde39580   2.28              2.00
Vardas91125    Pavarde91125   2.28              2.20
Vardas24353    Pavarde24353   2.28              2.20
Vardas92314    Pavarde92314   2.28              2.00
Vardas91027    Pavarde91027   2.28              2.00
Vardas68711    Pavarde68711   2.28              2.00
Vardas35639    Pavarde35639   2.28              2.20
Vardas68902    Pavarde68902   2.28              2.20
Vardas79749    Pavarde79749   2.28              2.40
Vardas43412    Pavarde43412   2.28              1.80
Vardas63330    Pavarde63330   2.28              2.00
Vardas27820    Pavarde27820   2.28              1.80
Vardas6044     Pavarde6044    2.28              2.20
Vardas24439    Pavarde24439   2.28              2.20
Vardas92043    Pavarde92043   2.28              2.00
Vardas92478    Pavarde92478   2.28              2.00
Vardas78729    Pavarde78729   2.28              2.00
Vardas8018     Pavarde8018    2.28              2.20
Vardas56785    Pavarde56785   2.28              2.00
Vardas73854    Pavarde73854   2.28              2.60
Vardas74483    Pavarde74483   2.28              1.80
Vardas41580    Pavarde41580   2.30              2.40
Vardas40700    Pavarde40700   2.30              1.80
Vardas97559    Pavarde97559   2.30              1.60
Vardas51415    Pavarde51415   2.30              1.80
Vardas87948    Pavarde87948   2.30              2.00
Vardas50544    Pavarde50544   2.30              2.00
Vardas51460    Pavarde51460   2.30              2.40
Vardas27531    Pavarde27531   2.30              2.00
Vardas2445     Pavarde2445    2.30              2.20
Vardas87748    Pavarde87748   2.30              2.00
Vardas18276    Pavarde18276   2.30              1.80
Vardas18596    Pavarde18596   2.30              2.20
Vardas40470    Pavarde40470   2.30              2.40
Vardas41841    Pavarde41841   2.30              2.00
Vardas63744    Pavarde63744   2.30              2.20
Vardas62094    Pavarde62094   2.30              2.20
Vardas39193    Pavarde39193   2.30              2.40
Vardas62082    Pavarde62082   2.30              2.20
Vardas98899    Pavarde98899   2.30              2.20
Vardas16533    Pavarde16533   2.30              2.00
Vardas34627    Pavarde34627   2.30              2.20
Vardas84808    Pavarde84808   2.30              2.00
Vardas44832    Pavarde44832   2.30              2.40
Vardas35721    Pavarde35721   2.30              1.80
Vardas40524    Pavarde40524   2.30              2.00
Vardas29557    Pavarde29557   2.30              2.40
Vardas85005    Pavarde85005   2.30              2.20
Vardas29463    Pavarde29463   2.30              2.20
Vardas64813    Pavarde64813   2.30              2.20
Vardas45806    Pavarde45806   2.30              2.20
Vardas91162    Pavarde91162   2.30              2.00
Vardas79418    Pavarde79418   2.30              2.40
Vardas13266    Pavarde13266   2.30              1.80
Vardas57192    Pavarde57192   2.30              2.20
Vardas9176     Pavarde9176    2.30              2.00
Vardas53582    Pavarde53582   2.30              2.20
Vardas4639     Pavarde4639    2.30              2.00
Vardas46673    Pavarde46673   2.30              2.20
Vardas47939    Pavarde47939   2.30              2.20
Vardas199      Pavarde199     2.30              2.20
Vardas77061    Pavarde77061   2.30              2.20
Vardas47490    Pavarde47490   2.30              2.00
Vardas82723    Pavarde82723   2.30              2.20
Vardas79899    Pavarde79899   2.30              2.20
Vardas38162    Pavarde38162   2.30              2.20
Vardas33948    Pavarde33948   2.30              2.20
Vardas55682    Pavarde55682   2.30              2.00
Vardas25280    Pavarde25280   2.30              2.00
Vardas90524    Pavarde90524   2.30              2.20
Vardas35914    Pavarde35914   2.30              2.40
Vardas33220    Pavarde33220   2.30              1.80
Vardas83463    Pavarde83463   2.30              2.20
Vardas55536    Pavarde55536   2.30              2.60
Vardas77999    Pavarde77999   2.30              2.00
Vardas30142    Pavarde30142   2.30              2.20
Vardas40505    Pavarde40505   2.30              2.20
Vardas80492    Pavarde80492   2.30              2.20
Vardas10952    Pavarde10952   2.30              2.20
Vardas64567    Pavarde64567   2.30              2.20
Vardas73246    Pavarde73246   2.30              1.80
Vardas345      Pavarde345     2.30              1.80
Vardas2520     Pavarde2520    2.30              2.20
Vardas74937    Pavarde74937   2.30              2.20
Vardas67218    Pavarde67218   2.30              2.00
Vardas10835    Pavarde10835   2.30              2.20
Vardas59230    Pavarde59230   2.30              1.80
Vardas38620    Pavarde38620   2.30              2.20
Vardas33819    Pavarde33819   2.30              2.00
Vardas24359    Pavarde24359   2.30              2.20
Vardas29038    Pavarde29038   2.30              2.20
Vardas13700    Pavarde13700   2.30              2.40
Vardas68195    Pavarde68195   2.30              2.20
Vardas93666    Pavarde93666   2.30              1.80
Vardas54914    Pavarde54914   2.30              2.20
Vardas43371    Pavarde43371   2.30              2.20
Vardas4426     Pavarde4426    2.30              1.60
Vardas42384    Pavarde42384   2.30              2.00
Vardas17359    Pavarde17359   2.30              2.20
Vardas47240    Pavarde47240   2.30              2.20
Vardas23435    Pavarde23435   2.30              1.80
Vardas69813    Pavarde69813   2.30              1.80
Vardas23416    Pavarde23416   2.30              2.00
Vardas60253    Pavarde60253   2.30              2.20
Vardas23274    Pavarde23274   2.30              1.80
Vardas27467    Pavarde27467   2.30              2.00
Vardas65890    Pavarde65890   2.32              2.00
Vardas56751    Pavarde56751   2.32              2.00
Vardas70438    Pavarde70438   2.32              2.00
Vardas70631    Pavarde70631   2.32              2.20
Vardas7938     Pavarde7938    2.32              2.40
Vardas99210    Pavarde99210   2.32              2.20
Vardas52825    Pavarde52825   2.32              2.20
Vardas41888    Pavarde41888   2.32              2.20
Vardas92634    Pavarde92634   2.32              2.00
Vardas48071    Pavarde48071   2.32              1.80
Vardas25845    Pavarde25845   2.32              2.40
Vardas91448    Pavarde91448   2.32              2.20
Vardas57103    Pavarde57103   2.32              2.20
Vardas85397    Pavarde85397   2.32              2.40
Vardas44556    Pavarde44556   2.32              2.20
Vardas40083    Pavarde40083   2.32              2.20
Vardas60424    Pavarde60424   2.32              2.00
Vardas50538    Pavarde50538   2.32              2.20
Vardas42247    Pavarde42247   2.32              2.20
Vardas186      Pavarde186     2.32              2.00
Vardas21943    Pavarde21943   2.32              2.00
Vardas96015    Pavarde96015   2.32              1.80
Vardas15278    Pavarde15278   2.32              2.00
Vardas55215    Pavarde55215   2.32              2.20
Vardas39197    Pavarde39197   2.32              2.20
Vardas20803    Pavarde20803   2.32              2.20
Vardas8435     Pavarde8435    2.32              2.20
Vardas56213    Pavarde56213   2.32              1.80
Vardas8557     Pavarde8557    2.32              2.40
Vardas23312    Pavarde23312   2.32              2.20
Vardas17544    Pavarde17544   2.32              2.00
Vardas1781     Pavarde1781    2.32              2.20
Vardas6152     Pavarde6152    2.32              2.20
Vardas45758    Pavarde45758   2.32              2.00
Vardas79314    Pavarde79314   2.32              2.20
Vardas78442    Pavarde78442   2.32              1.80
Vardas92274    Pavarde92274   2.32              2.20
Vardas7543     Pavarde7543    2.32              2.20
Vardas8244     Pavarde8244    2.32              2.20
Vardas56452    Pavarde56452   2.32              2.00
Vardas75978    Pavarde75978   2.32              2.20
Vardas61007    Pavarde61007   2.32              2.40
Vardas98792    Pavarde98792   2.32              2.00
Vardas86904    Pavarde86904   2.32              2.20
Vardas83072    Pavarde83072   2.32              2.20
Vardas82874    Pavarde82874   2.32              2.00
Vardas12304    Pavarde12304   2.32              1.80
Vardas80812    Pavarde80812   2.32              2.20
Vardas11429    Pavarde11429   2.32              2.00
Vardas82796    Pavarde82796   2.32              2.20
Vardas53836    Pavarde53836   2.32              2.20
Vardas24469    Pavarde24469   2.32              2.00
Vardas11773    Pavarde11773   2.32              2.00
Vardas15552    Pavarde15552   2.32              1.80
Vardas39573    Pavarde39573   2.32              2.20
Vardas36360    Pavarde36360   2.32              2.00
Vardas27733    Pavarde27733   2.32              1.80
Vardas64536    Pavarde64536   2.32              1.80
Vardas25954    Pavarde25954   2.32              2.00
Vardas93739    Pavarde93739   2.32              2.20
Vardas53615    Pavarde53615   2.32              2.00
Vardas10896    Pavarde10896   2.32              2.20
Vardas7081     Pavarde7081    2.32              2.60
Vardas19139    Pavarde19139   2.32              2.20
Vardas73820    Pavarde73820   2.32              2.20
Vardas39953    Pavarde39953   2.32              2.00
Vardas52739    Pavarde52739   2.32              2.20
Vardas98067    Pavarde98067   2.32              2.60
Vardas17148    Pavarde17148   2.32              2.20
Vardas98138    Pavarde98138   2.32              2.20
Vardas66518    Pavarde66518   2.32              1.80
Vardas49332    Pavarde49332   2.32              1.80
Vardas6005     Pavarde6005    2.32              1.80
Vardas44259    Pavarde44259   2.32              2.60
Vardas16467    Pavarde16467   2.32              2.20
Vardas91818    Pavarde91818   2.32              2.20
Vardas48853    Pavarde48853   2.32              2.00
Vardas85941    Pavarde85941   2.32              2.20
Vardas31124    Pavarde31124   2.32              1.80
Vardas78596    Pavarde78596   2.32              2.20
Vardas40337    Pavarde40337   2.32              2.20
Vardas20971    Pavarde20971   2.32              2.00
Vardas54800    Pavarde54800   2.32              2.00
Vardas9324     Pavarde9324    2.32              1.80
Vardas58489    Pavarde58489   2.32              1.80
Vardas54784    Pavarde54784   2.32              2.00
Vardas81312    Pavarde81312   2.32              2.00
Vardas36283    Pavarde36283   2.32              2.40
Vardas35404    Pavarde35404   2.32              2.20
Vardas69563    Pavarde69563   2.32              2.40
Vardas61019    Pavarde61019   2.32              2.00
Vardas4757     Pavarde4757    2.34              2.60
Vardas38343    Pavarde38343   2.34              2.40
Vardas15200    Pavarde15200   2.34              2.20
