Vardas         Pavarde        Galutinis (vid.)  Galutinis (med.)
Vardas900      Pavarde900     5.69              5.96
Vardas763      Pavarde763     5.69              5.45
Vardas561      Pavarde561     5.70              5.78
Vardas298      Pavarde298     5.70              5.87
Vardas86       Pavarde86      5.70              5.98
Vardas539      Pavarde539     5.70              5.68
Vardas880      Pavarde880     5.71              5.99
Vardas450      Pavarde450     5.71              5.71
Vardas926      Pavarde926     5.72              5.27
Vardas684      Pavarde684     5.73              5.58
Vardas560      Pavarde560     5.74              5.60
Vardas590      Pavarde590     5.74              5.74
Vardas574      Pavarde574     5.75              6.05
Vardas186      Pavarde186     5.75              5.69
Vardas167      Pavarde167     5.76              6.05
Vardas172      Pavarde172     5.77              5.88
Vardas812      Pavarde812     5.78              6.38
Vardas354      Pavarde354     5.79              6.01
Vardas764      Pavarde764     5.81              6.03
Vardas821      Pavarde821     5.82              5.64
Vardas12       Pavarde12      5.83              5.90
Vardas669      Pavarde669     5.83              5.88
Vardas528      Pavarde528     5.85              5.79
Vardas904      Pavarde904     5.85              5.80
Vardas714      Pavarde714     5.85              5.85
Vardas397      Pavarde397     5.85              5.74
Vardas492      Pavarde492     5.86              6.31
Vardas600      Pavarde600     5.87              5.77
Vardas338      Pavarde338     5.87              6.18
Vardas827      Pavarde827     5.88              6.34
Vardas434      Pavarde434     5.91              5.91
Vardas691      Pavarde691     5.92              5.95
Vardas974      Pavarde974     5.92              6.25
Vardas839      Pavarde839     5.92              5.65
Vardas56       Pavarde56      5.92              5.96
Vardas972      Pavarde972     5.93              6.04
Vardas30       Pavarde30      5.93              5.88
Vardas940      Pavarde940     5.94              6.52
Vardas614      Pavarde614     5.94              5.91
Vardas761      Pavarde761     5.95              6.14
Vardas34       Pavarde34      5.95              6.28
Vardas457      Pavarde457     5.96              5.96
Vardas363      Pavarde363     5.96              6.37
Vardas475      Pavarde475     5.97              6.02
Vardas230      Pavarde230     5.97              6.40
Vardas750      Pavarde750     5.98              6.63
Vardas407      Pavarde407     5.98              6.02
Vardas872      Pavarde872     5.98              6.04
Vardas122      Pavarde122     5.99              6.05
Vardas424      Pavarde424     5.99              6.25
Vardas25       Pavarde25      6.01              6.10
Vardas149      Pavarde149     6.02              5.80
Vardas438      Pavarde438     6.02              6.25
Vardas995      Pavarde995     6.03              5.31
Vardas275      Pavarde275     6.04              6.11
Vardas269      Pavarde269     6.05              5.95
Vardas42       Pavarde42      6.05              6.59
Vardas559      Pavarde559     6.06              6.30
Vardas525      Pavarde525     6.06              6.33
Vardas598      Pavarde598     6.07              6.20
Vardas24       Pavarde24      6.07              6.07
Vardas881      Pavarde881     6.08              6.08
Vardas154      Pavarde154     6.09              5.99
Vardas767      Pavarde767     6.09              6.09
Vardas653      Pavarde653     6.10              6.09
Vardas777      Pavarde777     6.10              5.87
Vardas937      Pavarde937     6.10              6.10
Vardas967      Pavarde967     6.10              6.18
Vardas336      Pavarde336     6.11              6.30
Vardas235      Pavarde235     6.11              6.36
Vardas616      Pavarde616     6.11              5.72
Vardas617      Pavarde617     6.12              6.02
Vardas10       Pavarde10      6.12              5.89
Vardas555      Pavarde555     6.13              6.02
Vardas152      Pavarde152     6.14              5.83
Vardas519      Pavarde519     6.16              5.88
Vardas145      Pavarde145     6.16              6.22
Vardas980      Pavarde980     6.17              6.29
Vardas562      Pavarde562     6.17              6.27
Vardas640      Pavarde640     6.18              6.39
Vardas566      Pavarde566     6.18              5.93
Vardas118      Pavarde118     6.19              6.19
Vardas994      Pavarde994     6.20              6.10
Vardas607      Pavarde607     6.20              6.24
Vardas41       Pavarde41      6.20              6.20
Vardas966      Pavarde966     6.21              6.44
Vardas866      Pavarde866     6.21              6.38
Vardas919      Pavarde919     6.22              6.03
Vardas258      Pavarde258     6.22              6.11
Vardas120      Pavarde120     6.23              6.24
Vardas509      Pavarde509     6.23              5.96
Vardas744      Pavarde744     6.25              6.23
Vardas306      Pavarde306     6.25              6.07
Vardas686      Pavarde686     6.25              5.95
Vardas635      Pavarde635     6.26              6.26
Vardas202      Pavarde202     6.27              6.46
Vardas717      Pavarde717     6.28              6.03
Vardas159      Pavarde159     6.29              6.61
Vardas719      Pavarde719     6.30              6.06
Vardas983      Pavarde983     6.30              6.48
Vardas859      Pavarde859     6.30              6.77
Vardas260      Pavarde260     6.31              6.57
Vardas277      Pavarde277     6.32              6.27
Vardas85       Pavarde85      6.34              6.32
Vardas283      Pavarde283     6.38              6.16
Vardas536      Pavarde536     6.38              6.70
Vardas828      Pavarde828     6.39              6.39
Vardas619      Pavarde619     6.39              6.15
Vardas634      Pavarde634     6.39              7.06
Vardas106      Pavarde106     6.39              6.13
Vardas3        Pavarde3       6.40              6.42
Vardas945      Pavarde945     6.40              6.60
Vardas530      Pavarde530     6.40              6.57
Vardas164      Pavarde164     6.40              6.22
Vardas696      Pavarde696     6.41              6.80
Vardas127      Pavarde127     6.41              6.48
Vardas602      Pavarde602     6.41              6.41
Vardas823      Pavarde823     6.44              6.30
Vardas124      Pavarde124     6.46              6.52
Vardas627      Pavarde627     6.46              7.13
Vardas339      Pavarde339     6.47              6.47
Vardas609      Pavarde609     6.47              6.33
Vardas935      Pavarde935     6.48              6.57
Vardas979      Pavarde979     6.48              6.32
Vardas360      Pavarde360     6.49              6.37
Vardas219      Pavarde219     6.49              6.99
Vardas463      Pavarde463     6.49              6.73
Vardas675      Pavarde675     6.49              6.37
Vardas958      Pavarde958     6.49              6.72
Vardas109      Pavarde109     6.50              6.50
Vardas502      Pavarde502     6.50              6.81
Vardas271      Pavarde271     6.50              6.79
Vardas38       Pavarde38      6.50              6.36
Vardas80       Pavarde80      6.50              6.62
Vardas886      Pavarde886     6.50              6.13
Vardas243      Pavarde243     6.52              6.56
Vardas125      Pavarde125     6.53              6.48
Vardas797      Pavarde797     6.54              6.98
Vardas918      Pavarde918     6.54              6.40
Vardas595      Pavarde595     6.55              6.75
Vardas698      Pavarde698     6.57              6.60
Vardas505      Pavarde505     6.57              6.72
Vardas726      Pavarde726     6.59              6.42
Vardas546      Pavarde546     6.59              6.36
Vardas231      Pavarde231     6.59              6.59
Vardas707      Pavarde707     6.60              6.75
Vardas612      Pavarde612     6.60              6.28
Vardas220      Pavarde220     6.61              6.28
Vardas419      Pavarde419     6.63              6.18
Vardas852      Pavarde852     6.64              6.54
Vardas297      Pavarde297     6.64              6.16
Vardas183      Pavarde183     6.66              6.86
Vardas100      Pavarde100     6.66              6.82
Vardas412      Pavarde412     6.68              6.75
Vardas961      Pavarde961     6.68              7.03
Vardas981      Pavarde981     6.68              6.47
Vardas189      Pavarde189     6.69              6.83
Vardas77       Pavarde77      6.69              6.12
Vardas912      Pavarde912     6.69              7.04
Vardas296      Pavarde296     6.70              6.68
Vardas337      Pavarde337     6.70              7.20
Vardas123      Pavarde123     6.71              6.48
Vardas667      Pavarde667     6.71              6.78
Vardas50       Pavarde50      6.72              6.83
Vardas384      Pavarde384     6.72              6.99
Vardas762      Pavarde762     6.73              6.81
Vardas71       Pavarde71      6.74              6.79
Vardas944      Pavarde944     6.74              6.55
Vardas157      Pavarde157     6.74              7.06
Vardas908      Pavarde908     6.74              7.16
Vardas938      Pavarde938     6.75              6.44
Vardas353      Pavarde353     6.75              7.20
Vardas733      Pavarde733     6.78              6.89
Vardas982      Pavarde982     6.78              7.13
Vardas567      Pavarde567     6.78              6.96
Vardas331      Pavarde331     6.79              6.70
Vardas410      Pavarde410     6.81              6.65
Vardas780      Pavarde780     6.81              6.77
Vardas359      Pavarde359     6.82              7.14
Vardas971      Pavarde971     6.83              6.37
Vardas435      Pavarde435     6.83              6.83
Vardas431      Pavarde431     6.84              7.31
Vardas819      Pavarde819     6.84              6.93
Vardas844      Pavarde844     6.84              7.25
Vardas128      Pavarde128     6.84              6.58
Vardas107      Pavarde107     6.85              7.25
Vardas262      Pavarde262     6.86              7.03
Vardas611      Pavarde611     6.87              7.12
Vardas662      Pavarde662     6.89              7.26
Vardas825      Pavarde825     6.90              7.21
Vardas254      Pavarde254     6.90              6.68
Vardas939      Pavarde939     6.90              6.17
Vardas36       Pavarde36      6.91              7.36
Vardas907      Pavarde907     6.91              6.89
Vardas757      Pavarde757     6.94              6.80
Vardas490      Pavarde490     6.94              6.95
Vardas382      Pavarde382     6.95              6.81
Vardas869      Pavarde869     6.95              7.04
Vardas132      Pavarde132     6.96              7.25
Vardas53       Pavarde53      6.96              7.10
Vardas501      Pavarde501     6.96              7.36
Vardas386      Pavarde386     6.97              7.25
Vardas311      Pavarde311     6.99              7.37
Vardas483      Pavarde483     6.99              6.84
Vardas214      Pavarde214     7.01              6.97
Vardas396      Pavarde396     7.01              7.04
Vardas252      Pavarde252     7.02              7.43
Vardas883      Pavarde883     7.03              7.03
Vardas985      Pavarde985     7.03              7.04
Vardas923      Pavarde923     7.05              7.04
Vardas867      Pavarde867     7.06              7.23
Vardas843      Pavarde843     7.06              7.63
Vardas622      Pavarde622     7.06              7.06
Vardas644      Pavarde644     7.08              7.07
Vardas874      Pavarde874     7.09              7.09
Vardas236      Pavarde236     7.09              6.95
Vardas391      Pavarde391     7.10              7.05
Vardas770      Pavarde770     7.10              6.50
Vardas594      Pavarde594     7.12              7.06
Vardas639      Pavarde639     7.13              7.13
Vardas832      Pavarde832     7.14              7.38
Vardas927      Pavarde927     7.14              7.68
Vardas703      Pavarde703     7.15              8.14
Vardas291      Pavarde291     7.15              6.83
Vardas998      Pavarde998     7.15              7.45
Vardas734      Pavarde734     7.15              7.66
Vardas161      Pavarde161     7.16              6.67
Vardas911      Pavarde911     7.17              6.98
Vardas834      Pavarde834     7.17              6.35
Vardas712      Pavarde712     7.17              6.66
Vardas366      Pavarde366     7.18              7.05
Vardas484      Pavarde484     7.18              7.99
Vardas249      Pavarde249     7.19              7.17
Vardas444      Pavarde444     7.20              7.33
Vardas993      Pavarde993     7.20              6.72
Vardas873      Pavarde873     7.21              7.08
Vardas352      Pavarde352     7.21              7.06
Vardas792      Pavarde792     7.21              7.54
Vardas286      Pavarde286     7.23              7.37
Vardas320      Pavarde320     7.23              7.61
Vardas300      Pavarde300     7.24              7.41
Vardas690      Pavarde690     7.24              7.66
Vardas8        Pavarde8       7.25              7.42
Vardas241      Pavarde241     7.25              7.45
Vardas361      Pavarde361     7.25              7.60
Vardas304      Pavarde304     7.26              6.87
Vardas752      Pavarde752     7.27              7.09
Vardas548      Pavarde548     7.28              7.92
Vardas758      Pavarde758     7.30              6.44
Vardas647      Pavarde647     7.30              7.26
Vardas97       Pavarde97      7.31              6.42
Vardas153      Pavarde153     7.32              7.50
Vardas229      Pavarde229     7.32              7.48
Vardas388      Pavarde388     7.33              7.48
Vardas203      Pavarde203     7.33              7.52
Vardas206      Pavarde206     7.33              7.49
Vardas916      Pavarde916     7.33              7.58
Vardas522      Pavarde522     7.35              7.37
Vardas511      Pavarde511     7.36              7.75
Vardas497      Pavarde497     7.36              7.56
Vardas835      Pavarde835     7.37              7.57
Vardas853      Pavarde853     7.37              6.82
Vardas289      Pavarde289     7.39              7.02
Vardas23       Pavarde23      7.39              8.03
Vardas332      Pavarde332     7.39              7.22
Vardas550      Pavarde550     7.39              7.62
Vardas247      Pavarde247     7.41              7.47
Vardas586      Pavarde586     7.41              6.91
Vardas439      Pavarde439     7.42              7.86
Vardas808      Pavarde808     7.42              7.74
Vardas659      Pavarde659     7.43              7.38
Vardas608      Pavarde608     7.43              7.46
Vardas81       Pavarde81      7.44              7.23
Vardas738      Pavarde738     7.45              7.09
Vardas573      Pavarde573     7.45              7.34
Vardas225      Pavarde225     7.46              7.58
Vardas534      Pavarde534     7.46              7.49
Vardas190      Pavarde190     7.47              7.56
Vardas643      Pavarde643     7.47              7.56
Vardas649      Pavarde649     7.47              7.77
Vardas969      Pavarde969     7.48              7.24
Vardas718      Pavarde718     7.48              7.76
Vardas932      Pavarde932     7.49              7.64
Vardas221      Pavarde221     7.49              7.57
Vardas6        Pavarde6       7.49              7.30
Vardas333      Pavarde333     7.51              7.53
Vardas32       Pavarde32      7.51              7.17
Vardas329      Pavarde329     7.52              7.64
Vardas547      Pavarde547     7.52              7.10
Vardas495      Pavarde495     7.52              7.83
Vardas674      Pavarde674     7.53              7.00
Vardas39       Pavarde39      7.53              7.56
Vardas893      Pavarde893     7.53              7.12
Vardas705      Pavarde705     7.54              7.41
Vardas301      Pavarde301     7.55              7.44
Vardas82       Pavarde82      7.56              7.59
Vardas184      Pavarde184     7.56              7.86
Vardas624      Pavarde624     7.57              7.33
Vardas62       Pavarde62      7.58              7.44
Vardas788      Pavarde788     7.59              8.08
Vardas351      Pavarde351     7.59              7.53
Vardas279      Pavarde279     7.59              7.27
Vardas408      Pavarde408     7.61              7.86
Vardas348      Pavarde348     7.61              8.05
Vardas367      Pavarde367     7.61              7.35
Vardas133      Pavarde133     7.61              6.97
Vardas15       Pavarde15      7.62              7.62
Vardas319      Pavarde319     7.63              7.54
Vardas343      Pavarde343     7.63              7.42
Vardas606      Pavarde606     7.63              7.68
Vardas150      Pavarde150     7.64              8.18
Vardas129      Pavarde129     7.65              7.53
Vardas265      Pavarde265     7.65              7.66
Vardas451      Pavarde451     7.65              8.10
Vardas328      Pavarde328     7.67              7.13
Vardas380      Pavarde380     7.67              7.94
Vardas364      Pavarde364     7.68              7.65
Vardas244      Pavarde244     7.69              7.69
Vardas87       Pavarde87      7.70              7.52
Vardas394      Pavarde394     7.70              7.69
Vardas997      Pavarde997     7.71              7.86
Vardas814      Pavarde814     7.71              8.22
Vardas11       Pavarde11      7.72              7.99
Vardas21       Pavarde21      7.72              8.00
Vardas493      Pavarde493     7.75              7.85
Vardas579      Pavarde579     7.75              8.13
Vardas104      Pavarde104     7.75              7.62
Vardas423      Pavarde423     7.76              8.20
Vardas631      Pavarde631     7.76              8.04
Vardas222      Pavarde222     7.77              8.04
Vardas61       Pavarde61      7.78              8.01
Vardas55       Pavarde55      7.78              7.75
Vardas414      Pavarde414     7.78              8.11
Vardas201      Pavarde201     7.79              7.56
Vardas179      Pavarde179     7.80              7.99
Vardas701      Pavarde701     7.80              8.09
Vardas19       Pavarde19      7.80              8.32
Vardas208      Pavarde208     7.80              7.92
Vardas920      Pavarde920     7.80              7.74
Vardas515      Pavarde515     7.82              7.76
Vardas894      Pavarde894     7.82              7.92
Vardas906      Pavarde906     7.83              7.80
Vardas350      Pavarde350     7.83              7.98
Vardas485      Pavarde485     7.84              8.15
Vardas346      Pavarde346     7.84              7.31
Vardas417      Pavarde417     7.85              8.34
Vardas347      Pavarde347     7.85              7.40
Vardas302      Pavarde302     7.85              7.84
Vardas280      Pavarde280     7.87              8.36
Vardas585      Pavarde585     7.87              7.95
Vardas116      Pavarde116     7.87              7.83
Vardas760      Pavarde760     7.88              8.04
Vardas105      Pavarde105     7.89              7.97
Vardas739      Pavarde739     7.90              8.06
Vardas901      Pavarde901     7.92              7.92
Vardas421      Pavarde421     7.92              8.04
Vardas673      Pavarde673     7.92              8.67
Vardas847      Pavarde847     7.93              8.10
Vardas613      Pavarde613     7.94              8.30
Vardas953      Pavarde953     7.95              8.15
Vardas472      Pavarde472     7.96              7.46
Vardas884      Pavarde884     7.98              8.54
Vardas799      Pavarde799     7.99              8.20
Vardas968      Pavarde968     8.00              7.95
Vardas278      Pavarde278     8.01              8.48
Vardas479      Pavarde479     8.03              8.31
Vardas385      Pavarde385     8.05              8.35
Vardas218      Pavarde218     8.08              8.08
Vardas358      Pavarde358     8.09              8.13
Vardas250      Pavarde250     8.09              8.02
Vardas557      Pavarde557     8.11              7.83
Vardas625      Pavarde625     8.13              7.90
Vardas615      Pavarde615     8.13              8.26
Vardas554      Pavarde554     8.17              8.26
Vardas800      Pavarde800     8.17              8.32
Vardas833      Pavarde833     8.18              8.18
Vardas433      Pavarde433     8.19              8.29
Vardas877      Pavarde877     8.20              8.20
Vardas264      Pavarde264     8.23              8.38
Vardas383      Pavarde383     8.26              8.26
Vardas46       Pavarde46      8.26              8.11
Vardas199      Pavarde199     8.27              8.37
Vardas84       Pavarde84      8.29              8.76
Vardas57       Pavarde57      8.29              9.15
Vardas477      Pavarde477     8.29              8.32
Vardas16       Pavarde16      8.33              8.18
Vardas155      Pavarde155     8.36              8.36
Vardas101      Pavarde101     8.36              8.38
Vardas956      Pavarde956     8.38              8.83
Vardas314      Pavarde314     8.41              8.48
Vardas803      Pavarde803     8.42              8.53
Vardas924      Pavarde924     8.42              8.30
Vardas173      Pavarde173     8.45              8.61
Vardas285      Pavarde285     8.47              9.26
Vardas789      Pavarde789     8.47              8.66
Vardas144      Pavarde144     8.47              9.22
Vardas706      Pavarde706     8.57              8.57
Vardas63       Pavarde63      8.66              9.05
Vardas237      Pavarde237     8.69              8.69
Vardas389      Pavarde389     8.85              8.84
Vardas798      Pavarde798     8.95              8.95
Vardas518      Pavarde518     9.05              9.05
Vardas950      Pavarde950     9.13              9.13
Vardas921      Pavarde921     9.16              9.16
Vardas871      Pavarde871     9.35              9.35
Vardas326      Pavarde326     9.39              9.39
